,Data,Hora,OP1.1.1 I (A),OP1.1.2 I (A),OP1.1.3 I (A),OP1.1.4 I (A),OP1.1.5 I (A),OP1.1.6 I (A),OP1.1.7 I (A),OP1.1.8 I (A),OP1.1.9 I (A),OP1.1.10 I (A),OP1.1.11 I (A),OP1.1.12 I (A),OP1.1.13 I (A),OP1.1.14 I (A),OP1.1.15 I (A),OP1.1.16 I (A),OP1.2.1 I (A),OP1.2.2 I (A),OP1.2.3 I (A),OP1.2.4 I (A),OP1.2.5 I (A),OP1.2.6 I (A),OP1.2.7 I (A),OP1.2.8 I (A),OP1.2.9 I (A),OP1.2.10 I (A),OP1.2.11 I (A),OP1.2.12 I (A),OP1.2.13 I (A),OP1.2.14 I (A),OP1.2.15 I (A),OP1.2.16 I (A),OP1.3.1 I (A),OP1.3.2 I (A),OP1.3.3 I (A),OP1.3.4 I (A),OP1.3.5 I (A),OP1.3.6 I (A),OP1.3.7 I (A),OP1.3.8 I (A),OP1.3.9 I (A),OP1.3.10 I (A),OP1.3.11 I (A),OP1.3.12 I (A),OP1.3.13 I (A),OP1.3.14 I (A),OP1.3.15 I (A),OP1.3.16 I (A)
10,2021-01-03,08:30:00,6.2250499999999995,6.46565,6.2406500000000005,6.145833333333333,4.7656,6.3125,6.69375,6.366666666666667,5.6625499999999995,4.662533333333333,5.256266666666667,4.85625,4.766633333333333,5.049966666666667,3.7167,5.458333333333333,4.69065,5.4187666666666665,5.134399999999999,5.0625,5.264566666666666,4.43125,5.20935,5.1688,5.27815,4.99845,4.828175,5.4219,5.0375000000000005,4.089566666666667,3.3094,5.483333333333333,5.0,5.9281500000000005,6.0297,6.05,5.4531,5.933366666666667,6.016666666666667,6.072966666666666,5.8625,5.190625,6.59065,6.247933333333333,5.94065,6.114533333333334,5.55,5.850033333333333
11,2021-01-03,08:45:00,5.979166666666667,6.3438,5.765625,6.7219,5.8625,5.141666666666667,5.726525,5.90315,5.316633333333333,5.329166666666667,4.985433333333333,5.1521,5.0219000000000005,5.2219,4.6,4.03125,5.14845,5.15,4.758366666666666,4.983333333333333,5.183333333333334,5.375,4.914599999999999,4.942225,5.175,4.9938,5.0229333333333335,5.366633333333333,5.509399999999999,5.571899999999999,4.7844,5.40625,5.3917,6.3770999999999995,4.6062666666666665,6.4281500000000005,5.64845,6.195833333333333,5.5645999999999995,5.54685,5.656266666666667,5.71875,5.6188,5.664075,5.870833333333334,5.762533333333334,6.3145999999999995,5.5125
12,2021-01-03,09:00:00,6.591666666666666,6.51565,6.696899999999999,6.075025,5.241666666666666,4.9281500000000005,4.68125,6.435433333333333,5.1750333333333325,5.9375,5.0219000000000005,5.91875,5.943733333333334,4.668733333333333,5.739566666666666,5.989566666666666,4.8792,5.491666666666667,5.556266666666667,5.191666666666666,4.518766666666667,4.1875,5.979166666666667,5.7125,4.5667,4.3594,5.941666666666666,6.03125,5.7875,4.708333333333333,5.7,5.093733333333334,5.797933333333333,6.0047,4.6937999999999995,5.449999999999999,5.695833333333333,7.045833333333334,6.618733333333334,4.5938,6.4563,6.787533333333333,5.6844,5.6094,6.702099999999999,5.712525,5.395833333333333,5.004166666666667
13,2021-01-03,09:15:00,6.581250000000001,6.1021333333333345,6.621875,6.6469,6.6937500000000005,6.4583666666666675,5.82815,6.831275,7.143766666666667,6.699999999999999,7.5188,5.6000000000000005,5.031233333333334,5.5729,5.725,4.675,5.729166666666667,6.735949999999999,5.442175000000001,7.175,5.952100000000001,7.125,5.4875,4.456275,7.347933333333333,6.1906,6.4437,7.504166666666666,5.9281500000000005,4.11565,2.2625,6.8021,7.4271,8.2844,6.90005,6.508333333333333,5.4375,6.9125,7.750033333333334,6.1479,4.4646,8.3781,4.72815,6.460433333333334,7.0292,6.89375,8.245866666666666,6.67815
14,2021-01-03,09:30:00,7.825,6.208333333333333,4.61565,5.44845,7.7625,8.06565,8.041666666666666,8.2375,7.502066666666667,5.556266666666667,7.245866666666667,7.360433333333333,7.4155999999999995,7.5,7.1646,7.0687,7.4687,5.520833333333333,7.1771,7.07815,4.61875,7.34375,7.0531500000000005,7.53125,7.258333333333333,6.0396,7.139599999999999,7.5979,7.0281,4.300050000000001,5.57655,7.65,7.231233333333333,8.116666666666667,8.1896,8.2021,7.872933333333333,8.125,7.958333333333333,7.925033333333334,8.08125,7.889566666666667,8.11875,8.4875,8.118766666666668,7.016666666666667,6.510433333333334,5.870833333333334
15,2021-01-03,09:45:00,8.543800000000001,6.7729333333333335,8.456266666666666,8.6969,8.40005,8.504166666666666,6.733333333333333,8.45625,8.009375000000002,7.8104000000000005,7.933333333333333,7.860466666666667,7.9667,6.1917,7.704166666666667,7.0020999999999995,7.797933333333333,7.9094,5.968766666666667,7.466666666666666,7.4374666666666664,7.79065,6.57345,5.866666666666667,7.7542,7.4021,7.9016,7.9375,6.3688,7.843733333333333,7.60625,7.881225,8.245325000000001,8.35005,6.8094,8.325050000000001,7.0047250000000005,8.285433333333334,8.389633333333334,8.62815,6.602099999999999,8.4792,7.758333333333334,8.608333333333333,8.321850000000001,8.0875,5.69065,8.575
16,2021-01-03,10:00:00,4.9,8.168766666666667,8.043766666666667,2.8375,6.045833333333333,6.4542,8.095833333333333,6.204166666666667,5.415649999999999,7.1020666666666665,7.495833333333333,5.9375,7.724999999999999,4.8594,7.512533333333333,7.6292,6.020833333333333,7.582825,7.1375,7.445833333333333,7.491666666666667,7.24845,7.5854333333333335,7.416666666666667,7.739566666666666,7.8354333333333335,7.508333333333333,6.052066666666666,7.654133333333334,6.387525,5.5859749999999995,7.0625,5.80625,5.268766666666667,7.918749999999999,7.079166666666666,6.40315,8.379166666666666,7.9594,5.625,6.0271,8.05,8.1063,8.3094,7.978149999999999,8.075033333333332,8.145833333333334,7.631225000000001
17,2021-01-03,10:15:00,7.8,6.185433333333333,4.96565,8.0646,4.956300000000001,7.95,8.245833333333332,8.006233333333334,6.137533333333335,6.281266666666667,7.787499999999999,7.697933333333332,6.1437333333333335,4.96255,7.44375,7.491699999999999,7.733333333333334,5.920833333333333,7.70625,4.27185,5.722966666666667,3.9312666666666662,4.44065,7.7344,7.820833333333333,5.8979333333333335,5.6875,8.10315,7.806266666666667,5.600033333333333,4.74685,7.71565,7.75,8.091633333333334,8.2042,5.520325,7.931233333333334,6.1895999999999995,7.85315,8.2375,5.483366666666666,7.9771,5.2469,8.53435,2.66875,4.90315,6.120833333333334,7.887549999999999
18,2021-01-03,10:30:00,7.047933333333333,6.604133333333333,8.16875,7.390649999999999,8.358333333333334,8.45625,8.5125,5.25005,6.8875,8.206266666666666,5.3344000000000005,8.81565,6.825033333333333,6.579166666666667,8.2396,5.9031,6.912533333333333,8.793800000000001,4.78435,8.458366666666667,8.378150000000002,8.4063,8.447933333333333,5.1594,5.16565,8.650033333333335,6.3917,5.453150000000001,8.572933333333333,5.6188,4.493766666666667,5.781275,7.883366666666667,6.7771,8.65315,7.0031,6.381266666666666,7.4875,8.37815,6.75,8.316699999999999,8.762525,6.55,8.956266666666666,6.7,6.383366666666667,6.8770999999999995,8.637533333333334
19,2021-01-03,10:45:00,8.275,9.25315,7.91875,8.81875,7.558333333333334,8.80005,8.341666666666667,7.514599999999999,8.285466666666666,9.350033333333334,7.197933333333334,9.522933333333333,9.477100000000002,9.1625,9.377066666666668,7.318766666666666,9.41565,9.247933333333334,9.1219,8.8625,7.856275,0.0,9.1646,9.112499999999999,9.549999999999999,7.050050000000001,7.470833333333334,9.410433333333332,9.125033333333333,9.300033333333333,8.129199999999999,8.700033333333332,9.4469,9.443766666666667,8.9688,9.375033333333333,7.810975000000001,7.889075,7.075,8.28125,9.174999999999999,9.4438,9.472966666666666,9.341700000000001,9.445866666666666,9.6896,7.858366666666666,9.393766666666666
20,2021-01-03,11:00:00,9.1625,6.28125,8.928149999999999,8.960433333333334,9.0969,7.447933333333334,6.92815,7.083366666666667,7.920833333333334,7.231266666666667,9.0688,6.720866666666666,7.48435,8.737533333333333,8.59685,8.722933333333332,8.562533333333333,8.35,8.249966666666666,6.875,8.487533333333333,5.79065,8.59065,8.4938,5.600033333333333,8.859425,6.931266666666667,6.922933333333333,8.222933333333332,8.3938,6.360433333333333,6.658333333333332,6.739599999999999,8.950050000000001,7.175033333333334,6.2375,6.552099999999999,6.328150000000001,8.345799999999999,9.284400000000002,5.23435,8.622933333333334,8.1469,7.137533333333335,8.497933333333334,6.6594,6.193733333333333,8.3922
21,2021-01-03,11:15:00,7.889599999999999,8.10315,8.147966666666667,8.5021,8.9563,8.654166666666667,8.77815,6.9771,8.1594,8.424966666666668,8.837533333333333,9.0188,9.143766666666666,7.175033333333334,9.166699999999999,7.285433333333333,8.885433333333333,8.4917,8.675,8.618766666666668,8.9146,8.947933333333333,7.189566666666667,8.706266666666666,7.293766666666667,9.218766666666665,9.195833333333335,9.310433333333334,9.268799999999999,7.0292,8.675,9.087533333333333,8.904200000000001,8.8792,7.725,8.770866666666667,8.875,8.799999999999999,8.383333333333333,9.0417,9.2563,7.0521,9.008366666666667,9.2375,8.737533333333333,9.15315,9.045866666666667,9.1125
22,2021-01-03,11:30:00,5.7396,7.133366666666667,5.925,8.35785,4.8969000000000005,6.360433333333333,7.954166666666667,9.0938,5.5625,5.5875,5.752066666666667,6.6917,0.0,6.643766666666667,8.18125,6.522933333333334,7.820866666666667,8.581266666666666,6.473425,8.712533333333333,6.560433333333333,8.908333333333333,6.1542,8.847933333333334,9.4125,6.76875,6.466666666666666,5.76875,5.3542,7.306274999999999,5.3125,5.65625,7.3354333333333335,8.190650000000002,7.76875,8.681233333333333,4.01875,6.045833333333334,4.80625,4.745866666666667,6.2271,6.308333333333334,5.13125,6.0854333333333335,5.859400000000001,5.4,5.593766666666667,8.747933333333334
23,2021-01-03,11:45:00,9.053149999999999,8.908333333333333,8.878150000000002,9.190650000000002,8.5396,7.304200000000001,9.097900000000001,8.960433333333334,6.831250000000001,9.0667,9.133366666666667,7.097899999999999,9.1021,8.9146,8.889600000000002,7.4563000000000015,9.1375,7.164566666666666,7.21875,7.920833333333332,8.971900000000002,7.450033333333333,7.514600000000001,8.856266666666667,7.267199999999999,9.3521,8.879199999999999,7.333333333333333,9.15315,6.9624999999999995,8.77815,7.3000333333333325,9.018766666666666,7.475,8.9875,8.879166666666668,9.035466666666666,7.409375000000001,8.666666666666666,9.09065,7.39845,9.056266666666668,9.016699999999998,9.3271,8.931266666666668,8.78435,7.231266666666667,6.866699999999999
24,2021-01-03,12:00:00,7.958333333333333,8.3094,8.040600000000001,8.228124999999999,8.46565,8.708366666666667,8.708366666666668,8.479166666666666,8.302133333333332,8.487533333333333,8.15,7.925,7.8969,8.143766666666666,7.8375,7.9625,8.9969,8.862533333333333,8.4167,8.6396,8.483333333333334,8.441699999999999,9.3188,8.520833333333334,8.8719,8.997933333333334,8.985433333333333,9.3875,8.691699999999999,8.9063,8.2625,8.8719,8.425033333333333,8.597933333333334,8.575050000000001,8.7469,8.918800000000001,8.637550000000001,8.3,9.0,8.918800000000001,9.0938,8.893766666666666,8.945866666666667,8.493766666666668,8.9969,8.775033333333335,8.7646
25,2021-01-03,12:15:00,7.675000000000001,7.45625,7.918749999999999,8.09065,8.272933333333333,7.683333333333334,7.420866666666666,8.21565,9.079166666666667,8.565650000000002,8.60625,7.9770666666666665,8.685433333333334,9.108333333333334,8.383366666666667,8.440650000000002,8.5063,8.522933333333333,8.670866666666667,8.741666666666665,8.914566666666667,8.7688,8.267225,8.74375,8.802100000000001,9.429166666666667,9.4875,8.650033333333333,7.8875,8.65315,6.925,9.091666666666667,8.533333333333333,8.529200000000001,8.158366666666666,7.8021,7.84065,8.325,7.55625,7.537533333333333,8.0,8.060433333333334,8.593766666666667,7.9875,8.560433333333334,8.081266666666666,8.481266666666668,7.84065
26,2021-01-03,12:30:00,7.7875,7.8729000000000005,8.0594,7.897933333333334,7.668749999999999,8.520866666666667,8.3146,7.781266666666667,8.4521,8.977066666666667,8.575,8.0313,8.539633333333333,8.275,8.05,8.302100000000001,8.822933333333333,8.731300000000001,8.268733333333332,9.170833333333333,8.7917,8.7,8.05,8.20315,8.933333333333332,9.220866666666668,9.673449999999999,8.4167,9.3688,8.347933333333334,8.743766666666668,9.1625,8.264566666666667,8.46565,8.049999999999999,8.77815,8.062533333333333,8.206266666666666,7.993766666666667,8.14375,8.164600000000002,9.1875,8.3771,8.5188,8.212533333333333,8.40315,8.575000000000001,8.658366666666668
27,2021-01-03,12:45:00,7.42185,8.266666666666666,7.625,8.627133333333333,8.214599999999999,8.020866666666667,7.4604,8.15315,9.52505,8.725,8.7188,9.58125,9.57815,9.1063,9.216666666666667,9.1771,8.076575,8.81565,8.887533333333332,9.5125,8.9344,9.43125,9.4,9.304166666666667,9.553149999999999,9.566699999999999,9.475,9.85625,7.8375,9.091700000000001,8.9062,8.733366666666667,8.518766666666666,0.0,8.956233333333332,8.237549999999999,8.9297,7.68125,8.1792,8.560433333333334,8.1,7.795866666666666,8.175033333333333,8.73125,8.74375,8.8375,9.256266666666667,8.216666666666667
28,2021-01-03,13:00:00,8.400033333333333,8.141666666666667,7.9594000000000005,8.262500000000001,7.9063,7.900033333333333,7.668766666666666,7.741666666666667,7.96875,8.2271,8.5125,8.606266666666668,7.710433333333334,8.652099999999999,8.2344,7.629166666666666,8.741666666666667,8.553149999999999,8.2417,8.3146,8.908366666666666,8.22185,8.870325,8.258366666666667,8.754133333333334,9.033333333333333,8.618775,8.926575,8.945833333333335,8.797933333333333,9.018799999999999,8.32505,8.1875,7.852133333333334,7.845833333333334,7.525,8.17815,7.860399999999999,8.2219,8.247966666666668,7.6979,8.356266666666667,8.152133333333333,6.103149999999999,7.760433333333334,6.7406500000000005,8.256233333333334,6.5604000000000005
29,2021-01-03,13:15:00,8.200050000000001,5.55,3.025,4.7812,4.8,6.820833333333333,5.333366666666667,7.014599999999999,6.335466666666666,7.12815,6.6063,6.518766666666667,8.120833333333332,5.0625,5.9667,6.6531,4.01565,7.0672,5.339633333333333,6.670833333333333,6.517200000000001,8.0094,6.7124999999999995,8.8125,6.058366666666667,8.9375,6.3156,6.265650000000001,8.450033333333334,4.920833333333333,5.683333333333334,7.2719000000000005,5.885433333333334,5.22345,7.5521,6.7875250000000005,6.09065,5.947966666666666,5.0645999999999995,7.01875,6.4094,6.9770666666666665,6.559374999999999,7.0187333333333335,5.4604333333333335,6.1125,6.802133333333334,4.2844
30,2021-01-03,13:30:00,5.2125,5.1125,4.7375,4.241700000000001,4.797933333333333,3.9062,3.8438,4.389600000000001,4.4417,3.7062500000000003,4.7021,3.77185,4.508333333333333,4.827100000000001,4.7042,5.1844,5.2604,5.40315,4.375,4.316666666666666,5.1771,3.5437999999999996,4.8938,4.0203500000000005,4.895833333333333,5.2266,4.683333333333334,4.158333333333334,4.141666666666667,4.629166666666666,4.3021,5.37185,4.1333,5.3187,3.91565,5.446899999999999,3.9,4.45625,4.072933333333334,4.199999999999999,3.7281500000000003,4.945833333333334,5.2469,4.8125,3.9104666666666663,4.058333333333334,4.8969000000000005,4.2875000000000005
31,2021-01-03,13:45:00,3.5916666666666672,3.9188,4.314566666666667,4.045833333333333,4.896850000000001,4.883333333333334,4.758366666666666,3.3854666666666664,5.071899999999999,4.916666666666667,4.427099999999999,5.79995,5.2042,4.2875000000000005,4.3999999999999995,3.4270666666666667,5.581266666666667,4.228125,5.393766666666667,3.4416999999999995,4.3521,5.925,4.0828,5.55005,4.535433333333334,4.2542,3.40315,4.6938,0.0,5.449966666666666,6.3375,4.468766666666666,3.6146000000000007,3.03125,4.104166666666667,3.8021000000000007,2.7749666666666664,5.925,4.279166666666667,4.758366666666666,5.925,4.2104333333333335,4.089633333333334,4.16875,2.9229333333333334,4.4792,4.008333333333334,3.609375
32,2021-01-03,14:00:00,4.104166666666667,5.0719,3.1313,5.009399999999999,4.5396,4.3333,4.9125000000000005,3.7854333333333336,4.2771,5.3646,6.2438,4.9297,4.081266666666667,4.8125333333333336,4.166666666666667,3.6333333333333333,4.485399999999999,4.620866666666667,5.762533333333333,5.706266666666667,3.875,5.6874666666666664,4.872933333333333,3.8646,4.829166666666667,5.527066666666666,5.804166666666667,4.228149999999999,4.3672,5.49375,5.1125,4.64375,3.06875,3.5937666666666668,3.98125,4.621875,2.3875,4.4625,3.35,4.162533333333333,3.6042,5.3078,5.023475,3.7854000000000005,5.020833333333333,6.360433333333333,4.993766666666667,5.46255
33,2021-01-03,14:15:00,6.6146,6.14065,6.764599999999999,6.53125,6.46875,6.212466666666667,6.308366666666667,5.535433333333334,7.158366666666666,7.7219,4.75315,5.26875,6.4125000000000005,6.285433333333333,6.3312333333333335,6.302133333333334,6.372933333333333,6.7531,6.485400000000001,6.406300000000001,7.447933333333332,5.24685,7.625,6.39845,5.3906,7.3021,4.96565,7.17185,5.3,6.822933333333334,5.8156,7.037533333333333,8.3719,6.49375,6.079675,8.0688,6.35625,6.9594000000000005,5.6417,8.03755,5.14375,6.6281,5.0156,5.9562,7.5229333333333335,5.5031,6.4667,6.0625333333333336
34,2021-01-03,14:30:00,2.96565,2.8021333333333334,2.80315,2.92185,3.0542000000000002,3.152066666666667,2.95315,2.8250000000000006,3.1604000000000005,2.9093999999999998,3.125033333333333,2.900033333333333,3.0479333333333334,2.9041333333333337,2.795833333333333,2.9969,2.8479333333333336,2.7094,2.975,2.95,2.8146,2.90625,2.92345,2.7469,2.8874999999999997,3.2218999999999998,3.1469,2.998475,3.075,2.9093999999999998,2.9333333333333336,2.877133333333333,2.9812666666666665,2.9594,2.7843999999999998,3.033366666666667,2.910975,3.0604,2.818766666666667,2.575,2.904166666666667,2.883366666666667,2.7667,3.0500333333333334,2.835433333333333,2.9979333333333336,2.8667000000000002,2.6750333333333334
35,2021-01-03,14:45:00,1.8708333333333336,1.9729666666666665,1.7188,1.9750333333333334,1.93125,1.9833333333333334,1.9395999999999998,1.9062666666666666,2.0438,1.90005,1.9854333333333336,2.2,1.9125333333333334,1.9844,1.85,1.7812333333333334,1.9718999999999998,1.88125,1.8719000000000001,1.97505,1.9312500000000001,1.7969,1.8406500000000001,1.7729666666666668,1.8958666666666666,2.1437999999999997,1.8469,1.8604333333333336,2.0146,1.825,1.6708333333333332,1.8271,1.66875,1.9583666666666666,1.9041666666666668,1.9479,1.825,2.0594,1.8896,1.8313,1.8958333333333333,0.0,1.90625,2.0343999999999998,1.9422000000000001,1.8667,1.925,1.7938
36,2021-01-03,15:00:00,2.129166666666667,2.20005,2.0604333333333336,2.1843500000000002,2.225,2.1750333333333334,2.1145666666666667,2.1729333333333334,2.3104333333333336,2.2833666666666663,2.2833333333333337,2.2875333333333336,2.285433333333333,2.16875,2.2313,2.21255,2.2937333333333334,2.279166666666667,2.1854666666666667,2.1797,2.2125250000000003,2.147933333333333,2.1958,2.0875,2.2666666666666666,2.39845,2.20005,2.1844,2.2797,2.1396,1.8844,2.2271,2.0625,2.2437333333333336,1.975,2.1542,2.0833333333333335,2.3104333333333336,2.0958333333333337,2.2125000000000004,2.1875,2.1469,2.1542,2.282825,2.04375,2.15,2.0271,2.1844
37,2021-01-03,15:15:00,2.5812999999999997,2.7625333333333333,2.5187749999999998,2.6542,2.64065,2.61565,2.64685,2.5750333333333333,2.920833333333333,2.9396,2.9583,3.027133333333333,2.9771,2.8791999999999995,2.79375,2.8625000000000003,2.9562666666666666,3.1271,2.8625499999999997,2.8541666666666665,2.96875,2.6750333333333334,3.0312,2.91875,2.9166666666666665,3.0188,2.787525,3.10005,2.952066666666667,3.2438,2.4708666666666668,2.922966666666667,2.5812666666666666,2.660433333333333,2.6229333333333336,2.6187666666666667,2.5594,2.77815,2.55315,2.7344,2.5791999999999997,2.6375,2.45,3.0343999999999998,2.5271,2.658333333333333,2.7469,2.6687666666666665
