,Data,Hora,P1.1.1 P (W),P1.1.2 P (W),P1.1.3 P (W),P1.1.4 P (W),P1.1.5 P (W),P1.1.6 P (W),P1.1.7 P (W),P1.1.8 P (W),P1.1.9 P (W),P1.1.10 P (W),P1.1.11 P (W),P1.1.12 P (W),P1.1.13 P (W),P1.1.14 P (W),P1.1.15 P (W),P1.1.16 P (W),P1.2.1 P (W),P1.2.2 P (W),P1.2.3 P (W),P1.2.4 P (W),P1.2.5 P (W),P1.2.6 P (W),P1.2.7 P (W),P1.2.8 P (W),P1.2.9 P (W),P1.2.10 P (W),P1.2.11 P (W),P1.2.12 P (W),P1.2.13 P (W),P1.2.14 P (W),P1.2.15 P (W),P1.2.16 P (W),P1.3.1 P (W),P1.3.2 P (W),P1.3.3 P (W),P1.3.4 P (W),P1.3.5 P (W),P1.3.6 P (W),P1.3.7 P (W),P1.3.8 P (W),P1.3.9 P (W),P1.3.10 P (W),P1.3.11 P (W),P1.3.12 P (W),P1.3.13 P (W),P1.3.14 P (W),P1.3.15 P (W),P1.3.16 P (W)
13,2021-01-03,09:15:00,428.4211,401.82446666666664,443.418325,430.29025,433.91255,426.7482,386.6117,440.102725,480.1492,452.89845,495.2977,369.56823333333335,330.35886666666664,370.31899999999996,385.00624999999997,305.96223333333336,378.5010666666667,444.545125,360.705475,493.45545,398.51146666666665,469.3594,373.15,300.88672499999996,495.57840000000004,413.91055,444.6187,506.78383333333335,399.68634999999995,272.51795,158.375,456.98566666666665,491.18229999999994,559.67035,460.40975,419.58543333333336,363.6328,450.1766,505.2859333333333,402.4411333333333,290.9958,542.5879,290.0492,423.91540000000003,457.94713333333334,450.04454999999996,544.5039333333334,450.99415
14,2021-01-03,09:30:00,501.27160000000003,400.6008,298.09925,348.08084999999994,500.68905,526.13555,518.4333666666666,517.81565,490.93413333333336,363.45290000000006,472.2349,481.56273333333337,483.45465,495.9375,467.1122333333333,461.2359,485.75975,361.7119666666667,468.15546666666665,471.936925,301.78945,482.1123,465.95820000000003,493.2875,476.6874666666667,389.1706,466.8117333333333,501.2302333333334,459.902,281.6809,363.46075,506.8125,472.1447666666666,529.9125,528.3726666666668,530.8263333333333,515.2117333333334,521.7656333333333,513.1903666666667,525.6661666666668,527.3352,509.5708333333334,516.06605,552.7485,519.5614666666667,451.4276333333333,417.9331,382.3088666666667
15,2021-01-03,09:45:00,540.9309,434.41460000000006,538.0094,556.57345,530.25,538.5484333333334,423.13123333333334,527.47735,516.1099750000001,507.23983333333337,504.34946666666673,506.0653666666667,508.21690000000007,392.8588666666667,496.7901,445.8578333333333,498.9831,508.09415,380.7984333333334,486.1276,478.7354333333333,501.46445000000006,425.00665000000004,384.05836666666664,505.3974333333333,481.1927333333333,505.70297500000004,512.4744999999999,415.3974,502.64090000000004,487.7633,509.07112500000005,522.712125,543.6179500000001,435.66095,529.69925,450.188275,520.9156333333334,524.7633000000001,551.6625,415.96253333333334,541.8417,461.849,546.5948,530.60235,507.49065,361.16134999999997,556.2813000000001
16,2021-01-03,10:00:00,315.4375,532.2742666666667,513.7606999999999,176.2797,381.04999999999995,410.3005666666666,515.4849,395.1169333333333,347.11875,464.57813333333337,479.6396,379.47343333333333,491.78176666666667,312.8824,481.43906666666663,494.6263333333333,384.14166666666665,495.468925,467.9898666666667,488.6195333333333,492.58830000000006,467.45,493.3364333333334,485.1432333333334,502.47683333333333,504.7468666666667,479.87056666666666,388.2318,493.9963666666667,409.5248,359.7506,430.8242,360.8117,341.88646666666665,506.8297,458.93306666666666,413.76875,529.6531666666666,501.98204999999996,362.8594,381.73673333333335,507.15,510.47946666666667,530.77225,505.61365,510.3640666666666,514.6083333333333,501.697075
17,2021-01-03,10:15:00,494.78204999999997,401.43986666666666,311.53555,515.8630333333332,310.53125,504.76565,523.8463666666668,503.89529999999996,394.13463333333334,414.05026666666663,500.90209999999996,495.4409333333333,391.48960000000005,317.75624999999997,477.96170000000006,486.49870000000004,496.91799999999995,382.4638,497.29455,278.31714999999997,372.33826666666664,256.5878,286.3457,504.68240000000003,510.89166666666665,386.00183333333325,364.68126666666666,529.46915,507.7997666666667,362.2057,309.14025,500.68365,495.65753333333333,523.9518666666667,523.9468666666667,351.2117,508.3679666666667,391.06693333333334,492.7215,525.0563,346.7846666666667,496.5917,329.6211,543.5699500000001,166.9883,306.7867,393.17160000000007,509.6617
18,2021-01-03,10:30:00,456.48019999999997,446.75130000000007,533.53285,479.19102499999997,561.7706,551.825,546.4063,341.46450000000004,449.32603333333327,557.6263333333334,352.7125,573.20895,445.49216666666666,428.9455666666666,553.7336,391.43515,444.69609999999994,565.55825,314.15505,568.3125333333334,576.5234499999999,550.05665,563.8495,340.51875,338.99415,572.9633,418.4002666666667,354.0344,571.4333666666666,369.3156,302.46226666666666,376.7961,536.9297,441.4624999999999,567.26605,453.21954999999997,411.5789,508.1916666666668,535.6879,430.8747333333333,555.0497666666666,572.648675,418.2698333333333,592.3518666666668,429.7844,416.00780000000003,449.5745,592.3541666666666
19,2021-01-03,10:45:00,562.1182333333333,500.2473,556.6969,590.36565,535.1156,588.2574500000001,545.5427333333333,513.1674333333334,550.6961333333334,599.5427333333333,455.71746666666667,613.8305,614.8518,602.9328,597.4432333333334,473.5169333333333,599.06915,602.4271,579.04495,603.7578,508.53829999999994,0.0,603.2005333333333,593.4476666666666,616.1000333333333,471.1793,490.42603333333335,615.2078666666667,597.0812999999999,595.2757666666666,533.8307333333333,584.7685,608.5218500000001,622.6599333333334,598.2573000000001,607.8211,493.86134999999996,520.62815,464.2989666666667,547.7891,582.6831000000001,583.1516,592.3966333333334,568.9857,596.1224000000001,618.9877666666666,500.9188,623.7619666666666
20,2021-01-03,11:00:00,597.8531,413.5547,594.2715000000001,580.3880333333334,600.38085,482.19273333333336,458.33905000000004,460.57446666666664,534.8578333333334,496.20936666666665,602.46995,428.95913333333334,511.459,598.1015666666667,595.832,605.7864666666667,574.6130333333334,583.5210999999999,559.8997333333333,460.6203,601.0917,385.125,590.5516,587.2474333333333,370.28150000000005,612.892175,481.71616666666665,464.5541666666666,583.7739666666668,576.0211,430.76223333333337,429.8505333333333,457.06823333333335,616.24845,467.8179666666667,408.61995,451.0206,420.84415,571.6963666666667,609.6828499999999,323.166,572.5658666666667,561.6664499999999,470.8833333333334,559.6812666666666,428.65470000000005,407.55466666666666,594.3835750000001
21,2021-01-03,11:15:00,512.9591333333333,571.0824,563.1403666666666,572.8890333333334,584.3953,588.2224333333332,579.72035,457.87916666666666,566.16995,578.8101333333333,588.2898666666666,598.6196,593.5565333333333,466.34946666666673,585.1275999999999,467.69790000000006,579.4044666666667,577.6135333333333,576.8875,593.1601666666667,611.5124999999999,591.0591333333333,470.9359666666666,600.8180000000001,479.9755666666667,621.4018666666667,594.1174333333332,608.2109666666666,601.8551,470.2607,595.09145,613.087,593.0859333333333,608.2464,501.30352500000004,594.9005333333333,594.5073,589.2833333333333,567.2437333333334,598.1133000000001,583.1438,451.28826666666663,585.6237000000001,598.1280999999999,582.0682666666667,579.4996,600.6219,605.95
22,2021-01-03,11:30:00,374.9982,466.7862333333333,379.7880333333333,550.0693249999999,347.03905000000003,431.23256666666674,546.5161666666667,571.7695,386.7219,378.88595,386.25600000000003,450.087,0.0,442.0747666666666,530.1773499999999,438.3013,492.78700000000003,589.5964,429.91212500000006,580.8653666666668,444.97943333333325,586.3815,398.19610000000006,602.6502666666667,609.4594,450.068,420.74586666666664,395.9453,348.2982,492.50175,338.0078,368.20705,470.8856666666666,593.30935,501.63165000000004,578.4555,254.4789,420.5062666666666,338.53985,305.99170000000004,391.0398666666667,413.4948,355.41015,409.8784,372.21095,345.31875,358.77136666666667,599.9984666666667
23,2021-01-03,11:45:00,579.98635,584.6575333333334,579.58595,586.4797000000001,543.3328333333333,465.82916666666665,567.8521,579.2505333333332,438.10155000000003,591.2710666666667,589.7367333333333,461.82393333333334,590.3502666666667,589.2153999999999,567.3380333333333,476.9528666666667,579.1031,458.57213333333334,455.79845,518.6549666666666,596.61995,490.2760333333333,475.37343333333337,587.3508,474.3084,608.2989666666666,565.0612,469.65416666666664,585.2262000000001,443.42499999999995,566.82035,469.5127666666667,575.3081,488.11524999999995,566.2125,589.6521,575.2656333333334,466.14495,559.5218666666666,576.6613500000001,476.02479999999997,575.5797,574.7200666666666,592.6239666666667,567.0580666666666,568.9965,458.67996666666664,446.6841
24,2021-01-03,12:00:00,558.6633,586.5254,567.8679500000001,579.9111499999999,582.0164500000001,592.7427333333334,587.8755666666666,579.3802333333333,578.4929999999999,587.6018333333333,574.6215,556.7313,555.4715,569.9914666666667,555.1034999999999,564.2874999999999,607.2832000000001,600.5388,577.4544333333333,606.7805,599.3823,586.7088333333332,601.0594,589.0208333333334,614.3066,636.8719,609.7148666666667,621.52815,608.9659,602.4075666666666,571.1422,615.7438,591.775,604.6518666666666,592.69535,606.13245,601.2348,593.7836,571.6625,611.87895,595.9598000000001,597.8380666666667,591.8906333333333,611.3526,584.0594,604.35045,603.1935,612.5039333333333
25,2021-01-03,12:15:00,528.9879000000001,509.10625,564.6758,542.02815,562.9685000000001,528.1672,508.82553333333334,553.83475,590.6958666666666,605.94965,600.8578,537.3143333333334,598.7552000000001,590.2750333333333,569.1573,594.0011999999999,605.0071,603.0221,595.2312666666667,624.7703,628.8747666666667,583.1219,565.812125,594.8812499999999,635.4677333333334,673.8000000000001,646.3359,604.0289333333334,536.3664,616.5351499999999,467.0672,614.4094,578.4713333333333,616.1893333333334,578.9161333333334,539.1374999999999,563.7926,578.0554999999999,502.75780000000003,494.9354333333333,566.0,556.1049666666667,572.4125333333333,545.8054666666667,579.1049666666667,564.6820333333334,573.7073333333333,541.0781499999999
26,2021-01-03,12:30:00,544.1516,563.5661333333334,558.333625,537.0763000000001,542.9765500000001,583.5703,558.9687333333334,543.3554666666668,583.8137999999999,598.2208333333333,593.1508,528.0351499999999,575.1809666666667,547.6719,562.4938,557.8029,611.7562666666666,601.8417999999999,547.9633,621.8265333333333,617.9073000000001,594.3375,513.8062500000001,560.7421999999999,607.0654000000001,628.9354,637.79065,565.4148666666666,632.3112,556.1372666666667,582.5296999999999,637.9391,545.5169333333333,594.6383000000001,566.1312666666666,578.5613,566.7302333333333,530.1505333333333,558.5966333333332,532.88595,560.2659,565.0312,565.9393333333334,581.4047,567.8888000000001,548.4606,582.2979333333333,576.9529
27,2021-01-03,12:45:00,531.59375,528.9404000000001,534.23435,569.0901333333333,550.5703333333333,541.5500333333333,522.3643000000001,528.33515,629.8125,605.2969,585.6469,614.51485,598.9082000000001,600.7044333333333,604.0849333333333,606.1778666666667,513.96895,559.2082,572.5099,622.84375,580.39065,597.7555,627.3289500000001,618.8427,645.01055,620.9253,622.9813,626.4211,513.5625,616.9596333333333,587.8125,604.9758,557.4065333333334,0.0,568.3549666666667,544.326,570.99435,493.20235,528.1995000000001,555.2138,549.3406333333334,511.97706666666664,524.9909,595.4008,584.0862999999999,572.475,596.4299666666667,551.5747666666666
28,2021-01-03,13:00:00,537.7800000000001,544.5281333333334,511.5086,531.6671666666666,510.94145000000003,510.7508,491.0765666666666,494.7883,512.4117,526.9869666666667,538.90235,549.7437666666666,502.4619666666667,554.0656333333333,544.39455,506.6057333333333,556.1396,550.59925,534.2455666666666,555.4585999999999,571.4604,540.0078000000001,574.05745,552.1523666666666,577.6875,585.8146,551.030875,581.224025,570.9442666666667,573.3859666666666,571.61015,550.15545,535.4688,513.0851666666667,506.04999999999995,480.5375,523.8801000000001,500.08750000000003,525.3788999999999,523.2099333333333,489.7008,540.9055,513.6922,394.87735,495.98333333333335,421.50745,532.8283666666666,428.0937666666667
29,2021-01-03,13:15:00,520.1996,366.9938,194.7344,310.7812,310.2,442.8349,344.6070333333334,451.76303333333334,405.5653666666667,461.5168,425.16769999999997,421.09296666666665,516.9041666666667,332.85934999999995,380.57186666666666,429.22185,257.3301,453.0543,341.83623333333327,438.4880333333333,419.794725,517.5098,439.4383,556.2891,397.69789999999995,583.1719,407.1184,404.01405,543.7005333333333,324.89529999999996,372.7711,469.9836,385.3125,347.65175,493.16433333333333,441.2566499999999,392.12892500000004,383.48126666666667,324.9276,453.8203,407.52265,445.55286666666666,419.33245000000005,451.70886666666667,353.363,395.3458333333333,440.5786333333333,282.1945
30,2021-01-03,13:30:00,350.5406,346.56565,318.9617333333333,284.19946666666664,322.6508,261.2305,252.7266,289.7211,296.34476666666666,246.5586,313.63359999999994,250.1035,300.0106666666667,320.5783666666667,316.29923333333335,350.8406,350.46486666666664,360.40935,292.58543333333336,292.35049999999995,350.1114333333333,236.4914,331.7703,274.180475,335.41220000000004,355.07345,313.5156,278.4398333333333,277.11043333333333,314.9997333333333,300.41796666666664,363.94455,280.4125,362.3398,263.84605,368.94455,261.0285,296.89765,269.9830666666667,284.0966,249.38379999999998,325.7177,351.1086,322.12266666666665,258.4221,273.11876666666666,334.9633,293.1661666666667
31,2021-01-03,13:45:00,243.88283333333334,273.3328,294.2862,274.68176666666665,332.45545,331.61353333333335,320.8698,226.66406666666668,346.5039,336.6758,299.4698,400.65975000000003,358.75336666666664,292.9026,299.7234333333333,240.38933333333333,377.0414333333333,285.81757500000003,364.02343333333334,235.22866666666667,297.3052,408.0844,276.9613,383.1789,310.88723333333337,292.96326666666664,230.37615,319.72136666666665,0.0,375.69219999999996,433.28905,307.26146666666665,245.38019999999997,208.77735,280.3818,259.84090000000003,185.7794333333333,401.4188,288.2797,324.2263,399.9375,283.6151,277.52889999999996,282.7336,193.36406666666667,304.7328,274.60156666666666,249.76367499999998
32,2021-01-03,14:00:00,280.2552333333333,356.87170000000003,213.5004,342.95115,324.08023333333335,298.4857,332.2778666666667,257.68463333333335,293.4328,378.92706666666663,425.0086,337.73182499999996,279.86486666666667,329.0805,286.75126666666665,249.53280000000004,305.2771,316.66536666666667,396.67973333333333,392.54376666666667,268.1005333333333,396.20313333333337,337.3802,265.62499999999994,333.5968666666667,386.1714,395.3161333333333,292.2762,297.36815,378.17814999999996,354.91089999999997,318.0914,211.6609,251.39246666666668,275.39765,325.24980000000005,164.1406,304.5531,227.125,285.1406333333333,241.29426666666666,363.18067499999995,346.5883,256.9286666666667,345.11043333333333,444.0351666666667,355.36743333333334,397.44530000000003
33,2021-01-03,14:15:00,440.26696666666675,409.88675,449.11536666666666,436.1789,429.16094999999996,414.2796666666666,413.50756666666666,367.4570333333333,472.4807333333333,536.2914,314.51835,345.65155000000004,422.7448,414.0705666666666,441.90000000000003,431.7208666666667,414.6177333333333,440.56129999999996,420.7607,434.6330666666667,498.65680000000003,346.35159999999996,509.92185,430.1041,361.62305000000003,492.27213333333333,327.35235,479.2324,349.8,449.8469,393.8566,465.3325333333333,556.1148499999999,440.9465,412.268725,536.5719,419.81719999999996,474.13205,373.38100000000003,526.57185,340.8797,432.95625,332.66015000000004,396.6363,499.9737,357.7582,435.30836666666664,409.16720000000004
34,2021-01-03,14:30:00,200.74025,195.1409,194.7461,203.5957,207.1078,214.4482,201.62695000000002,191.90053333333333,215.71146666666667,199.4547,213.02916666666667,200.65779999999998,207.7099333333333,199.05703333333335,190.82863333333333,204.3703,195.6849,188.1012,201.3031,203.52190000000002,196.29506666666666,198.55079999999998,202.716225,192.7074,202.66406666666668,224.50234999999998,213.55700000000002,207.05077500000002,211.06560000000002,203.38830000000002,202.28803333333335,199.29663333333335,206.5031333333333,206.57695,192.5016,208.95626666666666,199.09474999999998,208.99323333333334,189.70573333333334,181.9043,195.29843333333335,194.33643333333336,190.80809999999997,208.20726666666667,194.0409,201.20753333333334,196.13906666666665,185.92553333333333
35,2021-01-03,14:45:00,132.85676666666666,140.77763333333334,123.3203,142.09793333333334,137.8539,141.0322666666667,138.44480000000001,136.03043333333335,146.10465,136.0875,140.73206666666667,154.55,136.88016666666667,140.7043,132.80745,127.34243333333332,139.79335,133.3367,133.12382499999998,140.54335,137.53050000000002,129.0625,134.07695,125.78413333333333,136.65,153.23435,132.975,134.10393333333334,144.6172,133.99793333333332,124.43383333333334,133.09766666666667,118.1469,141.1521,135.6572666666667,138.02473333333333,132.0844,146.99375,134.07083333333333,129.5609,135.51043333333334,0.0,135.92895,144.81799999999998,139.42442499999999,134.80366666666666,139.20103333333333,131.6164
36,2021-01-03,15:00:00,151.40470000000002,159.65744999999998,151.0789,158.72230000000002,158.4086,156.47813333333332,151.37109999999998,155.17813333333334,168.41356666666664,164.03256666666667,163.11976666666666,167.01876666666666,163.03673333333333,157.12894999999997,161.7656,161.10355,163.50233333333335,162.10469999999998,157.72813333333335,157.29725,160.31074999999998,154.55183333333332,159.59923333333333,150.9167,161.90573333333333,172.630275,158.6828,157.95825,164.13164999999998,157.8507666666667,140.6215,160.90053333333333,146.65676666666667,161.4091,144.4219,155.00886666666668,150.86299999999997,164.72006666666667,149.60573333333335,158.96622499999998,156.4062,154.75745,153.91823333333332,162.82774999999998,146.3836,155.95546666666667,149.73203333333333,158.88395
37,2021-01-03,15:15:00,180.0078,197.05863333333332,177.304675,190.03283333333331,186.60545000000002,186.2457,187.98829999999998,181.5797,209.09636666666665,207.88490000000002,210.07810000000003,214.47446666666667,211.73486666666668,202.59166666666667,197.51015,204.56199999999998,208.25390000000002,217.86666666666667,201.96485,204.25519999999997,212.46095,190.744,213.7031,206.73755,207.25,214.22993333333338,196.991,219.40744999999998,208.06406666666666,227.468,182.11509999999998,208.14816666666664,182.68906666666666,190.75936666666666,186.8169333333333,185.94116666666665,183.53865000000002,193.45080000000002,180.98515,193.26565,180.50963333333334,186.37656666666666,175.0,215.62574999999998,179.50520000000003,188.9896,196.97345,191.81223333333335
38,2021-01-03,15:30:00,171.1917,193.16459999999998,157.9219,177.50676666666664,187.2630333333333,189.14843333333332,177.97526666666667,164.23883333333333,219.38019999999997,212.70443333333333,207.5969,201.7776,201.33856666666665,193.5943,206.9836,194.17526666666666,175.68515,181.51875,181.62655,187.31915,198.60546666666664,179.14583333333334,197.20156666666665,203.49243333333334,196.2672,221.9469,196.0625,199.087,199.1771,189.76364999999998,183.02345,190.81563333333335,174.3112,176.48333333333335,168.45420000000001,177.74725,177.80215,180.6119666666667,169.7719,180.71823333333336,182.23829999999998,175.73096666666666,184.95833333333334,183.40053333333333,162.6122333333333,171.88826666666668,188.17849999999999,168.94606666666667
