,Data,Hora,OP3.1.1 V (V),OP3.1.2 V (V),OP3.1.3 V (V),OP3.1.4 V (V),OP3.1.5 V (V),OP3.1.6 V (V),OP3.1.7 V (V),OP3.1.8 V (V),OP3.1.9 V (V),OP3.1.10 V (V),OP3.1.11 V (V),OP3.1.12 V (V),OP3.1.13 V (V),OP3.1.14 V (V),OP3.1.15 V (V),OP3.1.16 V (V),OP3.2.1 V (V),OP3.2.2 V (V),OP3.2.3 V (V),OP3.2.4 V (V),OP3.2.5 V (V),OP3.2.6 V (V),OP3.2.7 V (V),OP3.2.8 V (V),OP3.2.9 V (V),OP3.2.10 V (V),OP3.2.11 V (V),OP3.2.12 V (V),OP3.2.13 V (V),OP3.2.14 V (V),OP3.2.15 V (V),OP3.2.16 V (V),OP3.3.1 V (V),OP3.3.2 V (V),OP3.3.3 V (V),OP3.3.4 V (V),OP3.3.5 V (V),OP3.3.6 V (V),OP3.3.7 V (V),OP3.3.8 V (V),OP3.3.9 V (V),OP3.3.10 V (V),OP3.3.11 V (V),OP3.3.12 V (V),OP3.3.13 V (V),OP3.3.14 V (V),OP3.3.15 V (V),OP3.3.16 V (V),OP3.4.1 V (V),OP3.4.2 V (V),OP3.4.3 V (V),OP3.4.4 V (V),OP3.4.5 V (V),OP3.4.6 V (V),OP3.4.7 V (V),OP3.4.8 V (V),OP3.4.9 V (V),OP3.4.10 V (V),OP3.4.11 V (V),OP3.4.12 V (V),OP3.4.13 V (V),OP3.4.14 V (V),OP3.4.15 V (V),OP3.4.16 V (V),OP3.5.1 V (V),OP3.5.2 V (V),OP3.5.3 V (V),OP3.5.4 V (V),OP3.5.5 V (V),OP3.5.6 V (V),OP3.5.7 V (V),OP3.5.8 V (V),OP3.5.9 V (V),OP3.5.10 V (V),OP3.5.11 V (V),OP3.5.12 V (V),OP3.5.13 V (V),OP3.5.14 V (V),OP3.5.15 V (V),OP3.5.16 V (V),OP3.6.1 V (V),OP3.6.2 V (V),OP3.6.3 V (V),OP3.6.4 V (V),OP3.6.5 V (V),OP3.6.6 V (V),OP3.6.7 V (V),OP3.6.8 V (V),OP3.6.9 V (V),OP3.6.10 V (V),OP3.6.11 V (V),OP3.6.12 V (V),OP3.6.13 V (V),OP3.6.14 V (V),OP3.6.15 V (V),OP3.6.16 V (V),OP3.7.1 V (V),OP3.7.2 V (V),OP3.7.3 V (V),OP3.7.4 V (V),OP3.7.5 V (V),OP3.7.6 V (V),OP3.7.7 V (V),OP3.7.8 V (V),OP3.7.9 V (V),OP3.7.10 V (V),OP3.7.11 V (V),OP3.7.12 V (V),OP3.7.13 V (V),OP3.7.14 V (V),OP3.7.15 V (V),OP3.7.16 V (V),OP3.8.1 V (V),OP3.8.2 V (V),OP3.8.3 V (V),OP3.8.4 V (V),OP3.8.5 V (V),OP3.8.6 V (V),OP3.8.7 V (V),OP3.8.8 V (V),OP3.8.9 V (V),OP3.8.10 V (V),OP3.8.11 V (V),OP3.8.12 V (V),OP3.8.13 V (V),OP3.8.14 V (V),OP3.8.15 V (V),OP3.8.16 V (V)
10,2021-08-05,08:30:00,46.75,47.125,47.541666666666664,47.5,47.125,47.375,47.875,47.541666666666664,46.541666666666664,46.625,46.625,46.875,46.583333333333336,46.75,45.5625,45.6875,46.583333333333336,46.666666666666664,47.625,47.958333333333336,47.25,47.125,47.458333333333336,47.083333333333336,46.625,46.71875,46.833333333333336,46.625,46.6875,46.916666666666664,45.9375,45.8125,47.083333333333336,47.166666666666664,48.041666666666664,48.0625,48.375,47.958333333333336,40.0,48.5625,47.28125,47.28125,47.375,47.1875,47.0625,47.1875,46.25,46.125,46.166666666666664,47.166666666666664,47.333333333333336,46.96875,47.25,47.375,47.375,46.625,47.15625,47.0,47.125,47.375,46.5,47.083333333333336,47.53125,46.875,47.1875,47.3125,47.3125,47.0,47.083333333333336,46.875,46.708333333333336,46.96875,46.8125,46.916666666666664,46.708333333333336,47.0625,46.75,46.75,47.3125,47.041666666666664,46.875,47.1875,46.958333333333336,46.916666666666664,47.166666666666664,46.5625,46.958333333333336,46.833333333333336,47.083333333333336,47.5,46.875,47.0625,47.0,47.1875,47.53125,47.375,48.3125,47.958333333333336,47.458333333333336,47.9375,47.625,47.75,47.9375,47.541666666666664,46.625,46.28125,46.9375,47.791666666666664,47.71875,47.875,47.25,39.083333333333336,47.125,46.333333333333336,46.125,47.5,47.291666666666664,46.916666666666664,47.3125,47.40625,46.333333333333336,47.083333333333336,47.125,46.375,46.75,47.4375,47.125,47.0
11,2021-08-05,08:45:00,46.875,47.75,48.125,48.625,47.916666666666664,48.5,49.09375,48.6875,45.75,45.833333333333336,46.0,46.375,45.34375,45.208333333333336,44.416666666666664,43.8125,47.083333333333336,47.5,48.583333333333336,48.375,48.375,49.0,48.0,48.0,45.625,46.5,46.0,45.833333333333336,45.666666666666664,46.0,44.71875,44.583333333333336,47.625,47.791666666666664,49.0,48.916666666666664,48.833333333333336,48.5,40.5625,49.125,46.666666666666664,46.625,46.65625,46.4375,46.0,46.208333333333336,44.5625,45.1875,46.708333333333336,46.5,47.6875,47.25,46.958333333333336,47.333333333333336,46.791666666666664,45.5,46.75,46.03125,47.625,47.25,46.5625,47.5,47.666666666666664,46.541666666666664,47.333333333333336,47.541666666666664,47.458333333333336,47.0,47.0,47.0,46.3125,46.875,46.291666666666664,47.25,46.708333333333336,46.583333333333336,46.875,46.96875,46.9375,47.208333333333336,46.75,47.083333333333336,47.291666666666664,46.8125,47.291666666666664,46.291666666666664,46.666666666666664,46.291666666666664,46.8125,47.625,46.3125,46.875,46.875,47.3125,47.4375,47.40625,49.0625,48.75,47.958333333333336,47.916666666666664,47.1875,47.40625,47.25,46.541666666666664,45.8125,46.25,46.666666666666664,47.25,47.375,48.125,48.0,39.875,47.125,45.0,44.5625,47.9375,47.75,47.09375,47.208333333333336,47.541666666666664,46.375,47.0,47.40625,45.791666666666664,46.833333333333336,47.708333333333336,47.3125,47.166666666666664
12,2021-08-05,09:00:00,46.25,46.416666666666664,48.4375,48.291666666666664,47.791666666666664,48.375,48.875,47.875,46.4375,46.0,46.625,46.375,45.75,45.6875,44.375,44.875,45.5625,46.375,48.4375,48.9375,48.416666666666664,48.458333333333336,48.458333333333336,46.5,46.125,47.0,46.75,46.125,46.5,46.125,43.9375,45.25,46.125,47.5,48.3125,48.6875,49.5625,49.1875,40.5,48.6875,47.25,47.0,46.1875,47.4375,47.5,46.875,44.541666666666664,45.4375,46.5,47.208333333333336,47.75,47.208333333333336,46.916666666666664,47.5,46.5,46.25,46.625,46.708333333333336,47.083333333333336,47.291666666666664,46.0625,46.541666666666664,47.0,47.125,46.75,47.166666666666664,47.333333333333336,46.9375,47.375,46.9375,46.125,46.333333333333336,47.041666666666664,46.541666666666664,46.6875,47.25,46.416666666666664,46.666666666666664,47.1875,47.25,47.0625,46.791666666666664,47.5,46.90625,47.125,46.75,46.84375,46.416666666666664,46.875,46.666666666666664,46.78125,47.125,47.0,47.416666666666664,47.291666666666664,47.291666666666664,48.25,48.291666666666664,48.25,48.15625,48.166666666666664,47.75,47.916666666666664,48.25,45.541666666666664,46.125,45.958333333333336,47.666666666666664,47.4375,47.5625,46.9375,39.03125,47.166666666666664,46.833333333333336,46.65625,47.291666666666664,47.25,47.166666666666664,46.583333333333336,47.375,46.375,46.875,47.25,46.291666666666664,46.5,46.875,47.083333333333336,45.8125
13,2021-08-05,09:15:00,46.4375,46.8125,47.65625,47.875,47.375,47.791666666666664,47.916666666666664,47.833333333333336,46.541666666666664,46.583333333333336,47.0625,46.875,46.03125,46.083333333333336,44.916666666666664,45.3125,46.333333333333336,46.9375,48.083333333333336,48.041666666666664,47.09375,48.083333333333336,47.625,47.333333333333336,46.625,46.59375,46.791666666666664,0.0,46.8125,46.46875,45.0,45.541666666666664,0.0,47.458333333333336,48.375,48.625,48.541666666666664,48.4375,39.875,48.666666666666664,47.375,47.1875,47.041666666666664,47.166666666666664,47.125,46.625,45.958333333333336,45.875,46.875,47.375,47.208333333333336,0.0,47.125,47.46875,46.78125,46.333333333333336,46.666666666666664,46.75,47.208333333333336,47.333333333333336,46.125,47.041666666666664,47.291666666666664,47.041666666666664,46.875,47.625,47.5,47.125,47.25,47.125,46.5,46.875,46.958333333333336,47.0625,46.5,47.375,46.708333333333336,46.375,46.916666666666664,47.083333333333336,46.791666666666664,46.75,46.9375,46.875,47.125,46.75,46.708333333333336,46.4375,46.791666666666664,46.9375,46.375,46.75,47.375,47.25,47.5,47.3125,47.9375,47.9375,48.041666666666664,47.541666666666664,47.458333333333336,47.541666666666664,47.958333333333336,47.28125,46.5,46.3125,46.84375,47.5,47.46875,47.6875,47.083333333333336,38.5625,46.958333333333336,46.833333333333336,46.5,47.375,47.5625,47.25,47.291666666666664,47.5,46.40625,47.041666666666664,46.9375,46.3125,46.5625,47.375,47.0,47.3125
14,2021-08-05,09:30:00,46.8125,47.0,47.375,47.458333333333336,47.166666666666664,47.708333333333336,47.875,47.625,46.666666666666664,46.625,46.833333333333336,46.916666666666664,46.5,46.5,45.25,46.0,46.541666666666664,46.791666666666664,47.625,47.708333333333336,47.125,47.5,47.458333333333336,47.1875,46.75,47.0,46.916666666666664,46.541666666666664,46.71875,46.875,46.125,46.25,47.208333333333336,47.208333333333336,47.75,48.125,48.375,47.9375,39.75,48.25,47.291666666666664,47.166666666666664,47.416666666666664,47.09375,47.1875,47.291666666666664,46.25,46.25,46.375,46.9375,47.21875,46.875,47.166666666666664,47.125,47.0,46.416666666666664,47.1875,47.0,47.083333333333336,47.25,46.583333333333336,47.25,47.4375,46.958333333333336,47.166666666666664,47.416666666666664,47.333333333333336,47.0,47.291666666666664,46.833333333333336,46.625,47.125,47.1875,47.1875,46.791666666666664,47.15625,46.875,46.958333333333336,46.916666666666664,47.25,46.625,46.916666666666664,47.0625,46.708333333333336,47.166666666666664,46.875,46.8125,46.625,46.90625,47.375,46.75,46.625,46.958333333333336,47.166666666666664,47.458333333333336,47.25,48.208333333333336,47.6875,47.708333333333336,47.583333333333336,47.625,47.5,47.958333333333336,47.5625,47.125,46.5625,47.25,47.666666666666664,47.625,47.875,47.28125,38.958333333333336,47.0625,46.8125,46.541666666666664,47.333333333333336,47.28125,47.0,47.041666666666664,47.25,46.5,46.90625,47.041666666666664,46.458333333333336,46.625,47.333333333333336,46.0,47.208333333333336
15,2021-08-05,09:45:00,46.666666666666664,46.958333333333336,47.583333333333336,47.375,47.0,47.625,48.041666666666664,47.625,46.708333333333336,46.666666666666664,46.6875,46.958333333333336,46.5625,46.625,45.583333333333336,45.625,46.4375,46.583333333333336,47.375,47.75,47.375,47.708333333333336,47.53125,46.916666666666664,46.875,46.875,46.833333333333336,46.71875,46.8125,46.541666666666664,46.1875,45.8125,47.21875,46.71875,47.4375,47.833333333333336,48.291666666666664,48.041666666666664,39.625,48.333333333333336,47.375,46.75,47.0625,47.291666666666664,47.1875,47.21875,46.416666666666664,46.333333333333336,46.666666666666664,47.125,47.5,46.875,47.083333333333336,47.25,47.0,46.375,47.083333333333336,47.0,47.166666666666664,47.291666666666664,46.59375,47.375,47.5,47.083333333333336,47.0625,47.4375,47.3125,47.0,47.25,47.1875,46.625,46.6875,47.083333333333336,47.0625,46.833333333333336,47.0625,47.0,46.96875,47.0625,47.125,46.833333333333336,46.958333333333336,47.125,46.8125,46.9375,46.8125,47.125,46.875,47.041666666666664,47.4375,46.875,46.958333333333336,47.0,47.375,47.458333333333336,47.25,48.291666666666664,48.0,47.6875,47.666666666666664,47.5625,47.75,47.833333333333336,47.541666666666664,46.71875,46.458333333333336,47.041666666666664,47.75,47.625,47.875,47.25,39.0,47.3125,46.1875,46.5,47.333333333333336,47.3125,47.125,47.208333333333336,47.3125,46.541666666666664,46.916666666666664,46.625,46.375,46.65625,47.0,47.0625,47.291666666666664
16,2021-08-05,10:00:00,46.90625,47.0,47.375,47.458333333333336,47.166666666666664,47.458333333333336,47.833333333333336,47.59375,46.96875,46.96875,46.958333333333336,47.03125,46.75,46.583333333333336,46.0,46.083333333333336,46.75,47.0,47.75,47.65625,47.1875,47.375,47.125,47.03125,47.0,47.0625,46.75,47.0,46.916666666666664,46.875,46.208333333333336,46.25,47.125,47.375,48.0,47.875,48.0,48.083333333333336,39.65625,48.0625,47.5,47.5,47.59375,47.625,47.458333333333336,47.625,47.125,46.416666666666664,46.4375,47.3125,47.541666666666664,47.125,47.291666666666664,47.208333333333336,47.25,46.78125,47.041666666666664,47.0,47.3125,47.5,46.5,47.28125,47.5,47.083333333333336,47.25,47.333333333333336,47.291666666666664,47.125,47.25,46.875,46.958333333333336,47.125,47.15625,47.1875,46.875,47.208333333333336,47.0,46.9375,47.1875,47.25,47.0,47.21875,47.3125,46.9375,47.041666666666664,46.75,47.166666666666664,46.791666666666664,47.25,47.416666666666664,46.875,47.041666666666664,47.166666666666664,47.3125,47.5,47.333333333333336,48.0625,47.791666666666664,47.583333333333336,47.8125,47.6875,47.833333333333336,48.0,47.78125,47.25,46.583333333333336,47.25,47.75,47.75,47.875,47.416666666666664,39.0625,47.333333333333336,46.625,46.59375,47.375,47.25,47.125,47.375,47.541666666666664,46.666666666666664,47.125,47.125,46.75,46.8125,47.416666666666664,47.15625,47.1875
17,2021-08-05,10:15:00,46.208333333333336,46.416666666666664,47.0,47.0625,46.75,47.25,47.40625,47.083333333333336,47.125,47.125,47.28125,47.5,46.8125,47.0,46.208333333333336,46.3125,46.25,46.34375,47.25,47.3125,47.0,47.0,46.9375,46.791666666666664,47.166666666666664,47.125,47.09375,47.1875,47.166666666666664,47.25,46.208333333333336,46.458333333333336,46.75,46.625,47.416666666666664,47.6875,47.958333333333336,47.541666666666664,39.541666666666664,47.625,47.583333333333336,47.625,47.8125,47.708333333333336,47.625,47.75,47.125,46.875,46.333333333333336,47.208333333333336,47.333333333333336,46.9375,47.208333333333336,47.25,47.166666666666664,46.791666666666664,47.125,47.083333333333336,47.166666666666664,47.25,46.5,47.333333333333336,47.333333333333336,47.0,47.083333333333336,47.041666666666664,47.291666666666664,46.9375,47.125,46.958333333333336,46.791666666666664,47.041666666666664,47.0,47.291666666666664,47.0,47.208333333333336,46.8125,46.875,47.21875,47.15625,46.833333333333336,47.1875,47.0,46.833333333333336,46.875,46.708333333333336,47.125,46.791666666666664,47.208333333333336,47.3125,47.0,47.0625,46.958333333333336,47.1875,47.416666666666664,47.25,48.125,47.875,47.666666666666664,47.78125,47.583333333333336,47.625,48.0,47.75,46.875,46.25,47.083333333333336,47.625,47.5,47.8125,47.0,38.9375,47.208333333333336,46.75,46.666666666666664,47.333333333333336,47.25,46.875,47.166666666666664,47.25,46.5,47.0,46.958333333333336,46.5,46.6875,47.21875,47.1875,47.25
18,2021-08-05,10:30:00,46.708333333333336,0.0,47.458333333333336,47.291666666666664,47.375,47.53125,48.0625,47.3125,46.875,46.75,47.125,47.0625,46.5,46.71875,45.541666666666664,45.375,46.25,46.5,47.333333333333336,47.875,47.25,47.5,47.208333333333336,47.3125,46.958333333333336,47.0,47.0,46.916666666666664,46.75,46.75,45.875,45.75,46.75,46.583333333333336,47.833333333333336,48.1875,48.125,47.791666666666664,39.875,48.1875,47.375,47.25,47.708333333333336,47.083333333333336,47.1875,47.375,46.166666666666664,46.125,46.583333333333336,46.875,47.125,46.8125,47.083333333333336,47.375,47.0625,46.458333333333336,47.041666666666664,46.875,47.333333333333336,47.28125,46.291666666666664,47.375,47.40625,46.791666666666664,47.1875,47.208333333333336,47.25,47.083333333333336,47.208333333333336,46.875,46.625,46.78125,46.8125,47.0625,47.09375,46.9375,46.791666666666664,46.958333333333336,47.3125,47.0625,46.75,47.125,47.125,46.9375,47.291666666666664,46.666666666666664,46.6875,46.541666666666664,46.90625,47.291666666666664,47.0,47.083333333333336,47.0,47.291666666666664,47.75,47.208333333333336,48.25,47.875,47.666666666666664,47.75,47.625,47.833333333333336,47.71875,47.375,46.625,46.291666666666664,47.0,47.75,47.5,48.0,47.1875,38.75,47.0625,46.541666666666664,46.375,47.40625,47.1875,46.958333333333336,47.0,46.958333333333336,46.5,46.9375,47.0,46.40625,46.666666666666664,47.083333333333336,47.0,46.9375
19,2021-08-05,10:45:00,47.0625,47.0,47.416666666666664,47.5,47.09375,47.4375,47.75,47.416666666666664,46.75,46.666666666666664,46.90625,46.875,46.375,46.6875,45.5,46.03125,46.6875,47.0,47.541666666666664,47.5,47.25,47.333333333333336,47.125,47.0,46.708333333333336,46.78125,46.59375,46.666666666666664,46.6875,46.6875,46.0625,46.166666666666664,47.166666666666664,47.15625,47.708333333333336,48.25,48.208333333333336,48.0,39.6875,48.3125,47.333333333333336,47.125,47.375,47.25,47.333333333333336,47.416666666666664,46.625,46.458333333333336,46.541666666666664,47.125,47.25,47.0,47.166666666666664,47.333333333333336,47.125,46.666666666666664,47.1875,47.125,47.166666666666664,47.1875,46.416666666666664,47.25,47.4375,47.0,47.083333333333336,47.3125,47.333333333333336,46.875,47.125,46.875,46.791666666666664,47.083333333333336,47.15625,47.0,46.916666666666664,47.25,47.0,46.833333333333336,47.1875,47.15625,46.875,47.25,47.0,46.875,47.1875,46.9375,47.0,46.8125,47.125,47.458333333333336,46.916666666666664,47.0625,46.9375,47.416666666666664,47.541666666666664,47.375,47.75,47.375,47.416666666666664,47.6875,47.333333333333336,47.458333333333336,47.8125,47.375,47.041666666666664,46.625,47.125,47.708333333333336,47.708333333333336,48.041666666666664,47.333333333333336,39.09375,47.15625,45.916666666666664,46.3125,47.291666666666664,47.375,47.0,47.166666666666664,47.375,46.59375,46.708333333333336,47.125,46.5,46.4375,47.375,47.125,47.28125
20,2021-08-05,11:00:00,46.6875,46.5,47.458333333333336,47.375,47.0,47.583333333333336,47.75,47.53125,46.875,47.0,46.875,47.25,46.6875,46.833333333333336,46.0,46.0625,46.541666666666664,46.875,47.6875,47.6875,47.166666666666664,47.333333333333336,47.3125,47.0,47.083333333333336,47.0625,46.75,47.0,47.125,46.875,46.125,46.3125,47.083333333333336,46.875,47.833333333333336,47.916666666666664,48.333333333333336,48.0625,39.625,48.083333333333336,47.5625,47.25,47.6875,47.65625,47.541666666666664,47.53125,46.791666666666664,46.791666666666664,46.625,47.3125,47.416666666666664,47.041666666666664,47.3125,47.4375,47.375,46.875,47.25,47.125,47.125,47.46875,46.5,47.208333333333336,47.458333333333336,47.125,47.166666666666664,47.375,47.5,46.958333333333336,47.25,47.125,46.90625,47.125,47.1875,47.25,47.0,47.208333333333336,46.9375,46.75,47.25,47.291666666666664,46.875,47.25,47.166666666666664,47.083333333333336,46.875,47.041666666666664,47.25,46.875,47.25,47.25,47.0625,46.96875,47.166666666666664,47.458333333333336,47.5,47.375,48.166666666666664,47.916666666666664,47.708333333333336,47.916666666666664,47.791666666666664,47.833333333333336,48.0625,47.65625,46.875,46.46875,47.1875,48.0,47.583333333333336,47.96875,47.291666666666664,39.0,47.25,46.708333333333336,46.6875,47.5,47.208333333333336,47.25,47.25,47.4375,46.75,47.125,47.166666666666664,46.666666666666664,46.8125,47.375,47.25,47.375
21,2021-08-05,11:15:00,46.8125,46.8125,47.25,47.458333333333336,46.916666666666664,47.333333333333336,47.708333333333336,47.1875,47.125,47.125,47.166666666666664,47.25,46.8125,46.9375,46.0625,46.25,46.666666666666664,46.791666666666664,47.375,47.625,47.291666666666664,47.25,47.25,47.0,47.0625,47.208333333333336,46.90625,47.0625,47.041666666666664,47.208333333333336,46.416666666666664,46.3125,47.0625,47.0625,47.75,48.0625,48.125,47.708333333333336,39.375,48.083333333333336,47.541666666666664,47.5,47.791666666666664,47.6875,47.625,47.708333333333336,47.03125,46.8125,46.5,47.15625,47.4375,46.8125,47.375,47.375,47.375,46.708333333333336,47.125,47.041666666666664,47.25,47.375,46.6875,47.375,47.5625,47.125,47.291666666666664,47.416666666666664,47.416666666666664,47.125,47.25,47.0,46.8125,47.166666666666664,47.041666666666664,47.4375,47.15625,47.166666666666664,46.9375,46.958333333333336,47.4375,47.041666666666664,47.03125,47.0625,47.208333333333336,47.125,47.291666666666664,47.0,47.208333333333336,46.833333333333336,47.291666666666664,47.5,47.125,47.1875,47.208333333333336,47.5625,47.59375,47.5,48.333333333333336,47.958333333333336,47.6875,47.916666666666664,47.625,47.875,47.916666666666664,47.5625,47.125,46.625,47.208333333333336,47.875,47.833333333333336,47.875,47.5625,39.041666666666664,47.25,46.291666666666664,46.625,47.6875,47.4375,46.958333333333336,47.25,47.4375,46.625,47.166666666666664,47.208333333333336,46.75,46.875,47.1875,47.25,47.34375
22,2021-08-05,11:30:00,46.416666666666664,46.625,46.875,47.083333333333336,46.9375,47.1875,47.458333333333336,47.125,46.84375,46.90625,47.0625,47.166666666666664,46.71875,46.833333333333336,45.916666666666664,45.916666666666664,46.25,46.5,47.125,47.3125,47.041666666666664,47.083333333333336,46.958333333333336,46.75,46.8125,46.916666666666664,46.9375,46.8125,46.958333333333336,46.958333333333336,45.9375,46.25,46.84375,46.625,47.5,47.791666666666664,47.9375,47.625,39.458333333333336,47.833333333333336,47.25,47.375,47.5625,47.5,47.3125,47.5,46.9375,46.75,46.6875,47.041666666666664,47.125,46.875,47.041666666666664,47.208333333333336,47.0,46.541666666666664,47.0,47.125,47.125,47.125,46.46875,47.25,47.416666666666664,46.9375,47.083333333333336,47.0625,47.25,46.875,47.125,46.791666666666664,46.625,46.9375,46.9375,47.166666666666664,46.875,46.875,46.6875,46.833333333333336,47.1875,47.125,46.625,46.958333333333336,47.0,46.791666666666664,47.0,46.666666666666664,47.0625,46.75,47.0625,47.25,46.833333333333336,46.8125,46.958333333333336,47.25,47.4375,47.166666666666664,48.208333333333336,47.65625,47.53125,47.666666666666664,47.4375,47.666666666666664,47.75,47.4375,46.875,46.416666666666664,47.0,47.625,0.0,47.9375,47.083333333333336,38.9375,47.0625,46.375,46.375,47.416666666666664,47.166666666666664,46.9375,47.0,47.1875,46.375,46.875,46.833333333333336,46.5,46.75,47.15625,47.125,47.25
23,2021-08-05,11:45:00,46.625,46.6875,47.166666666666664,47.166666666666664,46.791666666666664,47.34375,47.5625,47.125,46.6875,46.75,46.9375,47.125,46.6875,46.6875,45.833333333333336,46.041666666666664,46.375,46.541666666666664,47.375,47.4375,47.0,47.0,47.083333333333336,46.78125,46.8125,46.916666666666664,46.791666666666664,46.833333333333336,46.833333333333336,47.0,46.125,46.21875,46.75,46.71875,47.625,47.875,47.875,47.6875,39.4375,47.625,47.375,47.25,47.5,47.458333333333336,47.375,47.3125,46.583333333333336,46.46875,45.916666666666664,47.0,47.1875,46.875,47.083333333333336,47.25,47.1875,46.5,46.875,46.9375,47.125,47.25,46.5,47.15625,47.40625,46.875,47.25,47.0,47.333333333333336,46.84375,47.0625,46.875,46.666666666666664,46.75,46.75,47.166666666666664,46.75,46.875,46.625,46.75,47.125,46.875,46.78125,47.0625,46.9375,46.8125,46.958333333333336,46.625,46.875,46.666666666666664,46.90625,47.25,46.875,46.916666666666664,46.833333333333336,47.125,47.25,47.21875,48.125,47.75,47.375,47.6875,47.375,47.708333333333336,47.666666666666664,47.375,46.666666666666664,46.416666666666664,47.0,47.625,47.583333333333336,47.708333333333336,47.1875,38.958333333333336,47.0,46.291666666666664,46.375,47.3125,47.1875,46.75,47.125,47.125,46.375,46.958333333333336,46.875,46.5,46.6875,47.1875,47.083333333333336,47.125
24,2021-08-05,12:00:00,46.791666666666664,46.6875,47.34375,47.5,47.3125,47.625,47.583333333333336,47.625,46.833333333333336,46.583333333333336,46.84375,46.875,46.875,46.75,45.625,45.958333333333336,46.791666666666664,46.8125,47.46875,47.666666666666664,47.21875,47.458333333333336,47.15625,46.9375,46.833333333333336,47.041666666666664,46.75,46.875,46.75,46.96875,45.75,45.9375,47.125,47.625,48.125,48.083333333333336,48.40625,47.916666666666664,39.541666666666664,48.03125,47.166666666666664,47.34375,47.25,47.5,47.291666666666664,47.458333333333336,46.75,46.5,46.25,47.4375,47.416666666666664,47.041666666666664,47.3125,47.21875,47.0,46.5,47.25,46.9375,47.25,47.34375,46.46875,47.375,47.625,47.125,47.25,47.25,47.291666666666664,47.0625,47.25,47.0,46.75,46.9375,47.0,47.0,46.833333333333336,47.125,47.041666666666664,46.916666666666664,47.166666666666664,47.0,46.875,47.25,47.125,46.958333333333336,47.1875,46.5625,47.0625,46.75,47.0625,47.375,46.84375,47.125,47.125,47.166666666666664,47.34375,47.291666666666664,48.21875,48.0,47.458333333333336,47.75,47.3125,47.75,47.458333333333336,47.291666666666664,46.78125,46.708333333333336,47.125,47.791666666666664,47.666666666666664,47.90625,47.75,38.875,47.125,46.03125,45.9375,47.541666666666664,47.416666666666664,46.875,47.46875,47.5,46.666666666666664,47.083333333333336,46.6875,46.666666666666664,46.791666666666664,47.25,47.041666666666664,47.416666666666664
25,2021-08-05,12:15:00,46.25,46.15625,47.25,47.4375,47.375,47.541666666666664,48.208333333333336,47.5,46.96875,46.875,0.0,47.25,46.53125,46.5,45.416666666666664,45.75,46.3125,46.333333333333336,47.5625,47.875,47.708333333333336,47.75,47.541666666666664,46.833333333333336,47.0,46.958333333333336,46.84375,47.125,46.916666666666664,46.791666666666664,45.875,46.0625,46.5,46.1875,48.1875,48.125,48.4375,47.875,39.5625,48.125,47.5625,47.4375,47.5625,47.625,47.5,47.25,46.0,46.125,46.458333333333336,47.25,47.34375,47.0,47.416666666666664,47.333333333333336,47.25,46.5625,47.125,46.8125,47.21875,47.5,46.6875,47.291666666666664,47.5,47.0625,47.291666666666664,47.166666666666664,47.25,46.875,47.166666666666664,46.96875,46.666666666666664,46.791666666666664,46.8125,46.791666666666664,46.875,47.1875,46.916666666666664,46.875,47.25,47.083333333333336,46.75,47.21875,47.083333333333336,46.78125,47.0625,46.6875,47.0625,46.75,46.916666666666664,47.041666666666664,46.8125,47.208333333333336,47.0,47.208333333333336,47.5625,47.5,48.541666666666664,48.03125,47.75,48.0,47.416666666666664,48.0,48.0625,47.708333333333336,45.541666666666664,46.3125,47.0,47.416666666666664,47.6875,48.0,47.291666666666664,38.833333333333336,46.96875,46.875,46.625,47.3125,47.3125,46.5,47.25,47.25,46.541666666666664,47.125,46.9375,46.375,46.6875,47.4375,46.96875,47.083333333333336
26,2021-08-05,12:30:00,46.75,46.9375,47.083333333333336,47.5,47.375,47.791666666666664,48.1875,47.75,46.9375,46.541666666666664,46.833333333333336,46.9375,46.458333333333336,46.25,45.0625,45.3125,46.25,46.916666666666664,47.708333333333336,47.75,47.5625,47.75,47.625,47.083333333333336,46.875,46.708333333333336,46.5,46.59375,46.75,46.5,45.3125,45.8125,46.6875,46.9375,48.0,48.25,48.291666666666664,48.083333333333336,39.9375,48.28125,47.166666666666664,47.125,47.125,47.25,47.125,47.041666666666664,46.083333333333336,46.0,46.46875,47.125,47.375,47.0,47.083333333333336,47.1875,46.8125,46.5,46.8125,46.916666666666664,47.1875,47.34375,46.541666666666664,47.25,47.541666666666664,47.041666666666664,47.0,47.375,47.5,46.916666666666664,47.1875,46.916666666666664,46.625,46.6875,46.791666666666664,46.9375,46.875,47.166666666666664,46.9375,46.666666666666664,47.09375,47.1875,46.666666666666664,47.125,47.166666666666664,46.75,47.125,46.833333333333336,46.833333333333336,46.5,47.0,47.25,46.791666666666664,46.875,47.0625,47.041666666666664,47.375,47.375,48.375,48.0,47.5625,47.9375,47.583333333333336,47.75,47.791666666666664,47.46875,46.375,46.375,47.083333333333336,47.458333333333336,47.625,47.958333333333336,47.375,39.375,47.125,46.208333333333336,46.375,47.166666666666664,47.25,46.96875,47.375,47.458333333333336,46.583333333333336,47.0,47.03125,46.5,46.666666666666664,47.333333333333336,47.0,47.0625
