,Data,Hora,P3.1.1 V (V),P3.1.2 V (V),P3.1.3 V (V),P3.1.4 V (V),P3.1.5 V (V),P3.1.6 V (V),P3.1.7 V (V),P3.1.8 V (V),P3.1.9 V (V),P3.1.10 V (V),P3.1.11 V (V),P3.1.12 V (V),P3.1.13 V (V),P3.1.14 V (V),P3.1.15 V (V),P3.1.16 V (V),P3.2.1 V (V),P3.2.2 V (V),P3.2.3 V (V),P3.2.4 V (V),P3.2.5 V (V),P3.2.6 V (V),P3.2.7 V (V),P3.2.8 V (V),P3.2.9 V (V),P3.2.10 V (V),P3.2.11 V (V),P3.2.12 V (V),P3.2.13 V (V),P3.2.14 V (V),P3.2.15 V (V),P3.2.16 V (V),P3.3.1 V (V),P3.3.2 V (V),P3.3.3 V (V),P3.3.4 V (V),P3.3.5 V (V),P3.3.6 V (V),P3.3.7 V (V),P3.3.8 V (V),P3.3.9 V (V),P3.3.10 V (V),P3.3.11 V (V),P3.3.12 V (V),P3.3.13 V (V),P3.3.14 V (V),P3.3.15 V (V),P3.3.16 V (V),P3.4.1 V (V),P3.4.2 V (V),P3.4.3 V (V),P3.4.4 V (V),P3.4.5 V (V),P3.4.6 V (V),P3.4.7 V (V),P3.4.8 V (V),P3.4.9 V (V),P3.4.10 V (V),P3.4.11 V (V),P3.4.12 V (V),P3.4.13 V (V),P3.4.14 V (V),P3.4.15 V (V),P3.4.16 V (V),P3.5.1 V (V),P3.5.2 V (V),P3.5.3 V (V),P3.5.4 V (V),P3.5.5 V (V),P3.5.6 V (V),P3.5.7 V (V),P3.5.8 V (V),P3.5.9 V (V),P3.5.10 V (V),P3.5.11 V (V),P3.5.12 V (V),P3.5.13 V (V),P3.5.14 V (V),P3.5.15 V (V),P3.5.16 V (V),P3.6.1 V (V),P3.6.2 V (V),P3.6.3 V (V),P3.6.4 V (V),P3.6.5 V (V),P3.6.6 V (V),P3.6.7 V (V),P3.6.8 V (V),P3.6.9 V (V),P3.6.10 V (V),P3.6.11 V (V),P3.6.12 V (V),P3.6.13 V (V),P3.6.14 V (V),P3.6.15 V (V),P3.6.16 V (V),P3.7.1 V (V),P3.7.2 V (V),P3.7.3 V (V),P3.7.4 V (V),P3.7.5 V (V),P3.7.6 V (V),P3.7.7 V (V),P3.7.8 V (V),P3.7.9 V (V),P3.7.10 V (V),P3.7.11 V (V),P3.7.12 V (V),P3.7.13 V (V),P3.7.14 V (V),P3.7.15 V (V),P3.7.16 V (V),P3.8.1 V (V),P3.8.2 V (V),P3.8.3 V (V),P3.8.4 V (V),P3.8.5 V (V),P3.8.6 V (V),P3.8.7 V (V),P3.8.8 V (V),P3.8.9 V (V),P3.8.10 V (V),P3.8.11 V (V),P3.8.12 V (V),P3.8.13 V (V),P3.8.14 V (V),P3.8.15 V (V),P3.8.16 V (V)
10,2021-02-05,08:30:00,70.5,72.25,70.29166666666667,71.0,70.08333333333333,72.125,71.5,70.5625,69.96875,69.83333333333333,71.125,70.54166666666667,70.33333333333333,70.75,69.375,70.08333333333333,71.45833333333333,72.25,72.5625,72.375,70.0,70.25,69.8125,69.83333333333333,69.79166666666667,70.75,70.83333333333333,68.79166666666667,70.5625,70.04166666666667,70.125,71.29166666666667,70.16666666666667,70.45833333333333,70.33333333333333,70.83333333333333,70.5,70.0,59.5,69.83333333333333,71.04166666666667,69.95833333333333,70.25,69.375,70.4375,69.8125,69.83333333333333,70.34375,72.83333333333333,70.58333333333333,70.875,70.375,71.125,70.54166666666667,71.625,70.25,70.45833333333333,69.41666666666667,71.95833333333333,71.70833333333333,71.25,69.75,71.0,70.04166666666667,69.75,69.54166666666667,70.625,71.625,70.0,70.625,70.54166666666667,70.83333333333333,70.66666666666667,70.54166666666667,70.0,70.4375,70.20833333333333,70.25,70.58333333333333,70.41666666666667,69.625,69.95833333333333,70.66666666666667,70.5,69.6875,69.875,69.8125,70.04166666666667,70.70833333333333,70.08333333333333,71.375,69.83333333333333,69.25,69.91666666666667,71.95833333333333,71.08333333333333,70.3125,70.70833333333333,69.625,70.54166666666667,69.75,71.54166666666667,70.625,70.16666666666667,69.3125,71.875,70.3125,72.0,71.25,72.29166666666667,70.625,58.041666666666664,70.54166666666667,71.8125,70.33333333333333,69.75,70.54166666666667,71.16666666666667,70.875,72.0625,68.625,70.41666666666667,70.58333333333333,69.625,68.75,70.46875,71.25,70.75
11,2021-02-05,08:45:00,72.45833333333333,72.20833333333333,72.16666666666667,72.0,71.83333333333333,71.9375,71.5625,71.625,72.125,72.04166666666667,72.1875,70.9375,71.45833333333333,72.875,71.41666666666667,72.45833333333333,71.95833333333333,72.54166666666667,73.125,71.66666666666667,72.5,72.29166666666667,72.5625,71.625,71.16666666666667,71.25,71.70833333333333,71.875,72.09375,71.125,72.1875,72.29166666666667,72.125,71.4375,71.75,71.29166666666667,72.625,72.70833333333333,59.4375,71.45833333333333,71.58333333333333,72.04166666666667,72.58333333333333,72.41666666666667,71.66666666666667,72.125,70.625,71.66666666666667,74.04166666666667,70.75,71.79166666666667,71.66666666666667,72.45833333333333,71.83333333333333,72.875,72.33333333333333,72.79166666666667,72.04166666666667,72.54166666666667,72.5,72.58333333333333,71.41666666666667,72.04166666666667,70.625,71.75,71.58333333333333,70.9375,71.75,71.20833333333333,71.20833333333333,71.71875,71.41666666666667,71.79166666666667,71.75,71.125,71.625,70.375,71.41666666666667,70.625,71.83333333333333,70.6875,72.1875,71.8125,70.66666666666667,71.96875,72.04166666666667,72.6875,71.0,70.91666666666667,71.91666666666667,69.875,71.75,71.83333333333333,71.875,72.0,72.3125,71.5,71.375,71.375,71.25,71.83333333333333,70.91666666666667,72.125,71.125,71.875,71.58333333333333,71.71875,71.25,71.4375,71.875,71.70833333333333,59.375,72.33333333333333,72.8125,71.375,71.83333333333333,72.29166666666667,72.375,72.04166666666667,72.625,71.03125,70.95833333333333,70.83333333333333,72.0,69.95833333333333,72.8125,71.625,72.33333333333333
12,2021-02-05,09:00:00,72.9375,73.5,72.75,72.5625,72.45833333333333,72.83333333333333,73.08333333333333,72.8125,72.875,72.625,73.5625,73.25,72.75,72.66666666666667,73.625,72.875,73.0,72.79166666666667,73.0,72.66666666666667,72.70833333333333,72.9375,72.5,73.29166666666667,71.875,73.625,73.0,73.375,72.125,71.875,71.75,72.83333333333333,72.95833333333333,73.33333333333333,73.0,73.04166666666667,73.3125,72.6875,60.6875,72.5,72.95833333333333,73.20833333333333,73.25,72.6875,72.5,73.5,71.41666666666667,73.4375,74.375,73.5,73.04166666666667,72.5,72.79166666666667,73.08333333333333,72.54166666666667,73.25,73.04166666666667,72.875,73.20833333333333,72.91666666666667,71.875,72.70833333333333,74.08333333333333,71.5625,72.34375,73.54166666666667,72.20833333333333,72.5,73.125,71.83333333333333,72.375,71.6875,72.29166666666667,72.625,71.03125,73.20833333333333,71.625,72.1875,72.625,72.5,72.20833333333333,72.66666666666667,72.25,72.58333333333333,72.4375,72.625,72.6875,72.29166666666667,72.83333333333333,72.0,72.375,71.70833333333333,72.70833333333333,73.4375,72.25,72.5,73.1875,72.5625,72.625,73.125,72.33333333333333,72.91666666666667,72.6875,72.58333333333333,72.70833333333333,72.5,72.33333333333333,73.20833333333333,72.04166666666667,73.1875,73.1875,59.708333333333336,72.875,73.4375,71.5,73.16666666666667,72.375,72.3125,72.75,73.08333333333333,72.6875,72.83333333333333,72.58333333333333,71.9375,72.29166666666667,72.625,72.41666666666667,73.4375
13,2021-02-05,09:15:00,72.83333333333333,73.125,72.875,73.45833333333333,72.5625,72.75,74.08333333333333,72.58333333333333,73.45833333333333,73.25,72.6875,74.1875,72.125,73.5,72.6875,72.58333333333333,73.6875,73.29166666666667,73.5625,73.45833333333333,72.5,72.70833333333333,72.5,72.5,72.8125,73.16666666666667,73.41666666666667,72.25,73.6875,73.75,72.70833333333333,73.66666666666667,72.70833333333333,72.91666666666667,72.83333333333333,73.0,73.0625,72.58333333333333,60.5625,73.16666666666667,73.5625,72.5,74.58333333333333,73.54166666666667,73.0,74.41666666666667,73.375,73.1875,74.45833333333333,72.16666666666667,73.04166666666667,72.66666666666667,72.95833333333333,72.58333333333333,73.375,72.875,73.83333333333333,72.91666666666667,73.375,72.375,72.125,72.70833333333333,73.20833333333333,72.0,72.5,72.70833333333333,72.3125,73.16666666666667,72.875,72.70833333333333,72.5,72.71875,72.41666666666667,73.625,72.4375,72.53125,72.29166666666667,72.375,73.0625,72.625,71.91666666666667,72.70833333333333,72.08333333333333,72.0,72.04166666666667,71.79166666666667,71.79166666666667,73.5,72.75,72.5,72.66666666666667,72.83333333333333,71.875,73.625,73.625,72.83333333333333,72.79166666666667,72.875,72.70833333333333,72.1875,72.58333333333333,72.83333333333333,72.54166666666667,72.75,73.0,72.5625,72.66666666666667,73.0,73.08333333333333,73.125,72.4375,60.8125,72.5,73.20833333333333,72.125,73.25,72.5625,72.75,73.75,73.33333333333333,72.625,72.9375,72.125,72.0,72.25,73.33333333333333,72.79166666666667,73.83333333333333
14,2021-02-05,09:30:00,72.375,72.9375,71.58333333333333,71.5,71.28125,71.75,71.54166666666667,71.16666666666667,71.0,72.375,71.625,71.04166666666667,72.0625,71.625,71.83333333333333,72.0,72.6875,72.125,72.0625,72.4375,71.33333333333333,70.6875,71.20833333333333,71.5,70.91666666666667,72.54166666666667,71.91666666666667,71.375,71.5,71.91666666666667,72.08333333333333,72.0625,72.41666666666667,71.375,71.625,71.875,71.29166666666667,71.125,59.041666666666664,72.25,71.5,71.3125,72.375,72.08333333333333,72.75,71.83333333333333,72.33333333333333,71.91666666666667,73.0,71.875,70.6875,71.29166666666667,70.6875,71.5625,71.4375,71.91666666666667,72.04166666666667,72.3125,72.0,72.0625,71.20833333333333,72.20833333333333,71.5625,70.625,71.9375,71.375,71.5,71.0,72.04166666666667,71.3125,70.65625,69.6875,70.5,72.125,71.375,70.3125,70.75,70.75,71.875,70.66666666666667,71.75,72.125,71.1875,71.45833333333333,71.375,70.25,70.83333333333333,71.54166666666667,71.375,72.0,71.5,70.54166666666667,71.5,72.1875,71.70833333333333,71.79166666666667,72.0625,71.625,71.25,71.875,70.70833333333333,71.3125,71.45833333333333,71.79166666666667,71.875,71.78125,71.25,71.20833333333333,70.70833333333333,71.70833333333333,72.0625,59.5,70.83333333333333,72.125,71.34375,71.58333333333333,71.8125,71.95833333333333,71.90625,71.125,70.58333333333333,70.3125,71.4375,71.125,70.875,71.95833333333333,71.625,71.75
15,2021-02-05,09:45:00,71.375,71.29166666666667,71.375,70.45833333333333,69.6875,71.04166666666667,71.125,71.625,71.33333333333333,71.0625,71.125,71.25,70.16666666666667,70.8125,70.58333333333333,70.95833333333333,71.625,71.45833333333333,70.8125,71.75,70.375,70.75,70.25,70.95833333333333,70.6875,71.0,70.8125,70.66666666666667,71.0,71.0625,70.875,70.6875,71.25,71.91666666666667,71.04166666666667,70.41666666666667,70.83333333333333,70.625,58.375,70.5,69.875,71.28125,71.625,71.16666666666667,70.41666666666667,71.41666666666667,70.75,70.9375,72.66666666666667,71.16666666666667,70.95833333333333,70.95833333333333,69.70833333333333,70.6875,71.41666666666667,70.375,71.08333333333333,70.29166666666667,71.66666666666667,70.40625,70.5625,71.5,71.45833333333333,69.83333333333333,69.5625,70.79166666666667,69.70833333333333,70.125,70.875,70.5625,70.0,70.5,71.25,70.15625,69.625,70.5,69.25,70.875,69.25,69.75,70.625,70.29166666666667,69.75,69.9375,70.125,69.625,69.875,70.04166666666667,69.875,71.875,70.79166666666667,70.5,71.04166666666667,70.70833333333333,71.20833333333333,71.0625,70.20833333333333,70.58333333333333,70.78125,70.125,69.75,70.6875,70.5625,71.6875,71.375,69.4375,70.0625,71.6875,70.5,71.04166666666667,70.5625,58.875,71.6875,72.6875,70.5,71.375,69.5625,70.4375,71.25,70.83333333333333,70.04166666666667,70.29166666666667,70.09375,69.625,69.70833333333333,70.83333333333333,70.5,72.0
16,2021-02-05,10:00:00,72.1875,71.875,71.58333333333333,71.5,71.25,71.4375,73.125,70.95833333333333,71.54166666666667,71.5,71.45833333333333,71.66666666666667,71.375,72.9375,71.75,71.66666666666667,72.66666666666667,72.08333333333333,71.25,72.1875,71.29166666666667,71.8125,71.0,72.0625,71.58333333333333,71.29166666666667,72.625,71.75,72.25,72.25,72.08333333333333,70.9375,71.83333333333333,72.16666666666667,71.1875,71.54166666666667,72.58333333333333,70.6875,59.166666666666664,71.125,71.6875,71.5,72.5,72.0,71.4375,72.625,72.5625,72.375,73.79166666666667,70.875,71.83333333333333,70.45833333333333,71.70833333333333,72.375,71.625,71.58333333333333,72.1875,72.33333333333333,72.375,72.5,71.33333333333333,72.1875,71.625,70.0,71.375,71.0,71.125,71.91666666666667,71.875,70.54166666666667,70.25,71.4375,71.375,71.375,71.83333333333333,71.125,70.70833333333333,71.9375,71.5,70.75,70.875,71.29166666666667,71.41666666666667,71.29166666666667,71.95833333333333,71.375,70.95833333333333,71.25,72.04166666666667,71.58333333333333,71.0,71.54166666666667,70.8125,71.04166666666667,70.75,71.29166666666667,71.04166666666667,71.45833333333333,71.79166666666667,72.0,70.95833333333333,71.9375,71.75,71.8125,71.0,71.70833333333333,70.625,71.83333333333333,71.0,71.66666666666667,71.125,59.041666666666664,70.58333333333333,73.0,72.3125,72.4375,71.25,71.625,71.41666666666667,70.79166666666667,71.20833333333333,70.75,70.875,70.21875,70.5,71.15625,72.09375,71.75
17,2021-02-05,10:15:00,71.79166666666667,72.45833333333333,71.83333333333333,71.9375,71.29166666666667,71.41666666666667,71.20833333333333,70.3125,69.83333333333333,70.625,70.6875,70.54166666666667,70.125,71.04166666666667,71.16666666666667,71.125,71.91666666666667,71.29166666666667,70.875,72.6875,71.70833333333333,70.875,71.5,71.75,70.625,71.75,71.91666666666667,70.375,71.75,71.91666666666667,70.75,71.625,71.33333333333333,71.29166666666667,70.91666666666667,71.66666666666667,70.75,71.4375,59.041666666666664,70.83333333333333,70.875,71.45833333333333,71.45833333333333,72.125,71.29166666666667,72.41666666666667,72.03125,71.25,73.9375,71.29166666666667,71.625,70.54166666666667,71.75,71.0,72.75,71.41666666666667,70.5625,71.375,71.5,71.79166666666667,70.70833333333333,71.75,72.08333333333333,70.625,71.25,71.4375,70.08333333333333,71.75,70.875,0.0,70.5,71.04166666666667,71.0625,71.875,70.375,70.20833333333333,70.83333333333333,71.41666666666667,71.0625,70.0,70.45833333333333,69.95833333333333,71.33333333333333,70.375,71.75,71.08333333333333,71.58333333333333,71.41666666666667,71.625,70.91666666666667,71.70833333333333,71.29166666666667,70.70833333333333,71.29166666666667,71.75,71.0,71.45833333333333,71.1875,70.8125,71.3125,69.95833333333333,71.83333333333333,71.75,71.4375,70.0,70.625,70.90625,71.29166666666667,70.84375,71.3125,70.78125,58.15625,71.625,72.8125,70.41666666666667,71.375,71.25,71.75,71.20833333333333,70.75,69.9375,71.33333333333333,70.4375,69.58333333333333,70.3125,70.625,70.83333333333333,70.8125
18,2021-02-05,10:30:00,71.625,70.5625,70.46875,71.04166666666667,69.54166666666667,69.58333333333333,69.96875,70.875,70.875,70.1875,70.54166666666667,69.25,70.08333333333333,70.20833333333333,70.75,69.66666666666667,71.08333333333333,70.5,69.625,68.5,71.58333333333333,69.83333333333333,69.91666666666667,70.79166666666667,70.20833333333333,70.58333333333333,71.4375,70.04166666666667,70.375,71.375,70.71875,71.8125,70.83333333333333,70.79166666666667,70.0,70.83333333333333,70.75,70.375,59.0625,70.78125,70.95833333333333,70.6875,71.66666666666667,72.3125,71.41666666666667,70.95833333333333,71.20833333333333,70.54166666666667,72.95833333333333,70.375,69.41666666666667,70.375,70.95833333333333,71.875,70.91666666666667,70.45833333333333,72.5625,70.66666666666667,70.6875,71.625,69.625,71.1875,70.91666666666667,70.6875,70.79166666666667,69.79166666666667,70.6875,70.79166666666667,70.79166666666667,70.75,68.875,70.41666666666667,69.70833333333333,70.66666666666667,70.59375,70.4375,70.4375,70.75,71.125,69.70833333333333,70.04166666666667,70.5,69.25,69.875,70.3125,71.125,69.91666666666667,70.375,70.0,71.20833333333333,71.125,69.5625,69.125,71.8125,69.125,69.5,69.875,70.625,70.875,70.33333333333333,70.5,70.25,71.5,70.9375,71.04166666666667,69.875,70.33333333333333,70.375,69.70833333333333,71.3125,69.54166666666667,57.791666666666664,69.83333333333333,71.125,69.875,69.95833333333333,70.125,70.79166666666667,70.5,68.75,69.33333333333333,69.08333333333333,70.66666666666667,69.125,69.25,70.33333333333333,68.125,70.21875
19,2021-02-05,10:45:00,70.53125,71.125,67.875,69.625,69.125,70.0,70.0625,69.83333333333333,69.04166666666667,70.08333333333333,70.8125,69.65625,68.54166666666667,70.33333333333333,69.45833333333333,69.33333333333333,69.95833333333333,69.95833333333333,71.8125,69.625,69.375,69.95833333333333,71.0625,70.4375,67.33333333333333,68.79166666666667,69.33333333333333,70.41666666666667,69.375,68.83333333333333,68.79166666666667,69.5625,70.75,69.25,69.95833333333333,70.58333333333333,70.16666666666667,70.0,58.333333333333336,70.6875,69.91666666666667,70.125,70.45833333333333,70.0,70.58333333333333,69.16666666666667,69.91666666666667,70.5,71.70833333333333,69.95833333333333,70.0,69.70833333333333,69.41666666666667,70.53125,70.8125,69.3125,70.375,69.79166666666667,70.3125,69.58333333333333,69.75,70.66666666666667,70.25,69.04166666666667,69.375,69.5,69.46875,70.16666666666667,68.79166666666667,69.16666666666667,68.75,70.04166666666667,69.33333333333333,70.75,69.0,70.08333333333333,68.125,70.59375,71.0,69.9375,69.20833333333333,69.45833333333333,71.33333333333333,69.75,70.875,69.625,69.5,69.125,68.5625,70.25,69.5625,70.6875,70.45833333333333,70.45833333333333,70.6875,70.41666666666667,69.1875,69.375,70.25,69.33333333333333,70.125,71.9375,70.5625,71.25,69.625,69.375,68.79166666666667,70.875,68.5625,68.90625,69.20833333333333,57.958333333333336,69.70833333333333,69.6875,69.04166666666667,69.58333333333333,70.5,69.0,68.5,69.625,69.0,68.95833333333333,69.1875,68.15625,69.29166666666667,69.625,69.66666666666667,69.83333333333333
20,2021-02-05,11:00:00,68.25,69.5,68.75,68.54166666666667,67.5625,68.375,68.95833333333333,68.95833333333333,67.3125,70.0,68.95833333333333,66.83333333333333,68.9375,69.625,67.75,70.0625,69.54166666666667,70.0,69.54166666666667,70.375,68.45833333333333,69.25,69.5625,68.04166666666667,67.9375,68.5,69.5625,69.04166666666667,69.29166666666667,68.25,65.5625,66.58333333333333,70.0,66.9375,70.75,68.95833333333333,68.0,68.83333333333333,57.625,70.6875,67.875,67.9375,67.91666666666667,69.375,67.875,68.375,69.375,67.58333333333333,71.33333333333333,69.375,69.5625,68.625,69.16666666666667,67.75,70.20833333333333,69.08333333333333,69.5,68.625,69.58333333333333,68.0625,68.91666666666667,68.45833333333333,69.0625,68.54166666666667,68.70833333333333,70.58333333333333,68.0,68.875,67.25,70.20833333333333,68.29166666666667,70.25,67.33333333333333,70.625,67.83333333333333,70.0,66.83333333333333,66.625,69.03125,70.45833333333333,67.91666666666667,68.625,68.375,68.16666666666667,69.16666666666667,68.3125,68.125,67.75,68.125,69.125,68.34375,68.625,69.95833333333333,69.125,68.25,69.54166666666667,69.08333333333333,69.41666666666667,70.375,68.125,69.6875,69.66666666666667,69.875,69.41666666666667,68.83333333333333,69.4375,69.375,68.875,69.4375,69.625,68.375,55.75,69.125,70.625,69.08333333333333,68.3125,67.70833333333333,69.0,69.125,68.5,68.70833333333333,70.8125,68.04166666666667,66.875,69.875,69.6875,68.75,68.5625
21,2021-02-05,11:15:00,70.8125,71.375,70.58333333333333,70.91666666666667,69.66666666666667,69.95833333333333,69.5,70.625,69.28125,71.125,70.95833333333333,69.375,71.25,69.6875,69.33333333333333,70.25,71.45833333333333,69.75,71.125,71.875,71.0,69.5,71.66666666666667,69.75,70.5625,70.91666666666667,71.79166666666667,70.375,68.9375,69.125,68.53125,70.29166666666667,71.20833333333333,70.75,68.59375,71.375,70.04166666666667,68.625,57.90625,70.91666666666667,70.375,69.65625,70.875,69.9375,69.375,69.5,70.75,68.75,71.83333333333333,71.04166666666667,70.21875,70.1875,70.95833333333333,70.16666666666667,71.75,69.5,70.75,70.375,71.5,69.41666666666667,69.375,70.0,71.5625,69.8125,68.83333333333333,71.25,70.3125,69.58333333333333,70.0,68.5,71.0,68.9375,70.29166666666667,71.41666666666667,68.125,70.1875,69.66666666666667,69.66666666666667,70.29166666666667,68.83333333333333,68.54166666666667,70.33333333333333,68.875,69.4375,69.45833333333333,69.45833333333333,70.29166666666667,70.79166666666667,67.625,70.25,69.3125,70.54166666666667,71.04166666666667,71.04166666666667,70.5625,69.91666666666667,69.625,69.54166666666667,69.03125,69.1875,70.1875,70.08333333333333,70.75,72.04166666666667,70.28125,67.75,70.45833333333333,69.8125,67.9375,70.45833333333333,71.0,58.416666666666664,71.625,70.625,70.66666666666667,71.28125,70.83333333333333,71.1875,69.91666666666667,71.0,71.375,68.66666666666667,70.5,68.5,71.20833333333333,71.71875,69.33333333333333,69.71875
22,2021-02-05,11:30:00,73.375,73.66666666666667,73.0,73.375,72.375,72.58333333333333,72.29166666666667,73.1875,72.83333333333333,73.25,73.95833333333333,72.5,72.5,73.4375,73.08333333333333,72.41666666666667,73.20833333333333,73.08333333333333,72.4375,72.9375,73.15625,72.45833333333333,72.875,73.5,73.5625,73.0,72.58333333333333,72.75,72.84375,72.41666666666667,73.0625,72.91666666666667,73.20833333333333,73.375,72.6875,73.08333333333333,73.16666666666667,72.83333333333333,60.666666666666664,72.79166666666667,73.5625,72.1875,73.33333333333333,73.08333333333333,73.0,73.83333333333333,72.41666666666667,72.5625,74.58333333333333,73.5,73.66666666666667,72.75,72.125,73.0,73.75,72.45833333333333,72.45833333333333,73.08333333333333,73.0,73.75,71.4375,73.58333333333333,73.34375,71.6875,72.83333333333333,72.41666666666667,72.41666666666667,72.0,72.375,72.70833333333333,72.0,72.65625,72.16666666666667,72.5625,72.83333333333333,72.83333333333333,72.4375,72.04166666666667,72.45833333333333,73.0625,72.25,73.54166666666667,73.29166666666667,72.75,72.70833333333333,72.54166666666667,71.29166666666667,72.58333333333333,73.875,73.04166666666667,73.125,72.04166666666667,72.70833333333333,72.79166666666667,72.58333333333333,73.0,72.8125,72.91666666666667,73.5,72.79166666666667,73.3125,73.70833333333333,72.875,72.45833333333333,72.58333333333333,72.16666666666667,72.125,73.4375,72.375,73.25,72.375,60.291666666666664,73.25,74.29166666666667,72.91666666666667,73.75,72.125,72.8125,72.66666666666667,72.75,71.91666666666667,72.5,72.875,72.41666666666667,72.125,73.375,73.5,73.25
23,2021-02-05,11:45:00,73.04166666666667,73.66666666666667,73.375,72.08333333333333,72.375,73.08333333333333,72.875,71.95833333333333,73.1875,73.5,73.20833333333333,73.1875,71.875,72.875,72.54166666666667,73.9375,72.625,73.54166666666667,71.6875,73.125,71.1875,73.5,72.5,72.33333333333333,72.54166666666667,72.95833333333333,73.75,72.8125,73.625,72.45833333333333,73.28125,73.375,72.66666666666667,73.1875,72.29166666666667,73.0,73.75,72.5,60.208333333333336,72.79166666666667,73.0,72.78125,73.08333333333333,0.0,73.79166666666667,73.95833333333333,73.75,73.375,74.66666666666667,72.41666666666667,72.41666666666667,71.875,72.75,72.25,73.125,72.45833333333333,72.79166666666667,71.875,72.625,71.95833333333333,72.5,72.75,72.625,72.0625,72.5625,72.83333333333333,71.53125,73.0,72.45833333333333,72.0,72.08333333333333,72.875,72.79166666666667,72.66666666666667,72.04166666666667,72.58333333333333,71.70833333333333,72.54166666666667,72.79166666666667,72.4375,71.91666666666667,73.20833333333333,72.08333333333333,72.08333333333333,72.95833333333333,71.70833333333333,72.0,73.04166666666667,73.16666666666667,72.5,72.33333333333333,72.58333333333333,71.75,72.875,73.66666666666667,72.6875,72.54166666666667,71.90625,72.625,73.0625,71.70833333333333,72.45833333333333,73.4375,72.375,72.54166666666667,71.5625,72.5,73.54166666666667,72.58333333333333,72.78125,72.33333333333333,60.0625,72.4375,73.0,72.16666666666667,73.625,72.3125,73.375,72.70833333333333,72.29166666666667,72.5625,72.375,72.29166666666667,72.375,72.45833333333333,73.41666666666667,73.25,72.625
24,2021-02-05,12:00:00,72.33333333333333,72.0,71.70833333333333,71.625,71.95833333333333,71.54166666666667,71.75,71.5625,71.15625,71.95833333333333,72.75,72.3125,71.625,71.75,72.04166666666667,71.75,72.20833333333333,71.91666666666667,71.70833333333333,72.25,71.125,71.5,71.125,71.1875,71.875,71.0,72.625,71.625,72.20833333333333,72.0,73.0,73.04166666666667,71.3125,72.41666666666667,71.25,71.91666666666667,70.5,71.875,59.3125,71.4375,71.0,72.125,72.33333333333333,71.90625,72.03125,72.58333333333333,72.96875,72.875,73.25,70.91666666666667,71.70833333333333,71.0625,72.125,71.125,71.5,71.125,72.08333333333333,72.08333333333333,71.6875,71.75,71.0,71.83333333333333,71.45833333333333,70.75,70.5,70.91666666666667,71.25,70.58333333333333,71.33333333333333,71.16666666666667,71.58333333333333,71.66666666666667,70.0625,70.5,71.54166666666667,71.25,69.9375,71.375,71.6875,71.0,69.875,70.8125,70.54166666666667,70.83333333333333,71.875,70.5625,71.08333333333333,71.875,70.875,72.4375,71.0625,71.08333333333333,70.95833333333333,71.66666666666667,71.9375,72.0,72.625,71.625,71.375,71.34375,71.29166666666667,71.70833333333333,71.8125,71.08333333333333,71.625,70.91666666666667,71.66666666666667,71.65625,70.9375,72.5,71.6875,58.916666666666664,71.4375,72.20833333333333,71.8125,72.41666666666667,71.91666666666667,71.08333333333333,71.5625,71.41666666666667,72.0625,71.33333333333333,71.375,71.04166666666667,71.3125,71.70833333333333,71.875,72.0625
25,2021-02-05,12:15:00,72.45833333333333,72.3125,71.20833333333333,71.16666666666667,69.5625,71.5,70.625,70.9375,70.33333333333333,71.125,71.125,70.75,71.5,71.25,71.6875,71.83333333333333,72.08333333333333,71.25,70.875,70.125,70.41666666666667,71.04166666666667,69.95833333333333,71.125,70.91666666666667,71.375,70.875,70.375,71.25,71.95833333333333,71.90625,72.0,71.0,71.41666666666667,70.375,70.625,70.58333333333333,70.125,58.40625,70.04166666666667,71.25,70.71875,71.75,71.70833333333333,71.66666666666667,71.5,72.125,71.70833333333333,72.75,70.33333333333333,70.16666666666667,70.54166666666667,70.0,70.79166666666667,71.625,70.79166666666667,70.66666666666667,71.0,69.95833333333333,69.8125,69.70833333333333,70.54166666666667,71.45833333333333,69.25,70.6875,70.125,69.75,69.91666666666667,70.625,70.29166666666667,70.5,70.625,69.6875,70.875,69.875,70.54166666666667,68.875,70.41666666666667,70.33333333333333,70.45833333333333,69.625,71.0,69.875,69.625,70.5,70.8125,70.875,70.4375,71.33333333333333,70.0,70.125,71.16666666666667,70.33333333333333,71.0,70.41666666666667,70.5,70.75,70.45833333333333,70.25,70.4375,70.45833333333333,70.34375,70.9375,70.3125,70.66666666666667,71.20833333333333,70.5,70.66666666666667,70.46875,70.29166666666667,70.5,57.708333333333336,71.53125,71.83333333333333,70.95833333333333,71.125,70.66666666666667,71.04166666666667,69.9375,71.125,70.34375,70.875,70.25,70.375,70.125,71.33333333333333,70.75,71.20833333333333
